params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,st_prop,bhvr_rate
0.070000-r_fun-0.880000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.880000-notes/run_0,1941,8061,2644,7358,0.3359093250901597,0.512481089258699,0.088611035607502,0.1680932886738618,fn<0,652.0,1355.0,0.07,0.88
0.070000-r_fun-0.920000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.920000-notes/run_0,3607,16393,5271,14729,0.3512614360964791,0.556061468412066,0.0860207753411636,0.1787958274873421,all,1267.0,2931.0,0.07,0.92
0.070000-r_fun-0.920000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.920000-notes/run_0,680,7290,960,7010,0.7058823529411765,0.7916666666666666,0.0684736091298145,0.1042524005486968,fn>=0_inferred,480.0,760.0,0.07,0.92
0.070000-r_fun-0.920000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.920000-notes/run_0,2927,9103,4311,7719,0.2688759822343696,0.5035954534910694,0.1019562119445524,0.238492804569922,fn<0_inferred,787.0,2171.0,0.07,0.92
0.070000-r_fun-0.920000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.920000-notes/run_0,1708,8331,2684,7355,0.3161592505854801,0.5648286140089419,0.0734194425560842,0.1819709518665226,fn>=0,540.0,1516.0,0.07,0.92
0.070000-r_fun-0.920000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.920000-notes/run_0,1899,8062,2587,7374,0.3828330700368615,0.5469655972168534,0.0985896392731217,0.1755147606053088,fn<0,727.0,1415.0,0.07,0.92
0.070000-r_fun-0.960000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.960000-notes/run_0,3380,16620,5133,14867,0.371301775147929,0.5860120787064095,0.0844151476424295,0.1809867629362214,all,1255.0,3008.0,0.07,0.96
0.070000-r_fun-0.960000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.960000-notes/run_0,1935,8047,2572,7410,0.4284237726098191,0.5699844479004665,0.1118758434547908,0.1821796942960109,fn<0,829.0,1466.0,0.07,0.96
0.070000-r_fun-0.960000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.960000-notes/run_0,1445,8573,2561,7457,0.2948096885813149,0.60210855134713,0.0571275311787582,0.1798670243788638,fn>=0,426.0,1542.0,0.07,0.96
0.070000-r_fun-0.960000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.960000-notes/run_0,486,6631,77,7040,0.9382716049382716,0.6103896103896104,0.0647727272727272,0.0070879203740009,fn>=0_inferred,456.0,47.0,0.07,0.96
0.070000-r_fun-0.960000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-0.960000-notes/run_0,2894,9989,5056,7827,0.2760884588804423,0.5856408227848101,0.1020825348153826,0.2964260686755431,fn<0_inferred,799.0,2961.0,0.07,0.96
0.070000-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-1.000000-notes/run_0,1977,7973,2641,7309,0.3495194739504299,0.5130632336236274,0.0945409768778218,0.1699485764455035,fn>=0,691.0,1355.0,0.07,1.0
0.070000-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-1.000000-notes/run_0,1856,8194,2596,7454,0.3157327586206896,0.5107858243451464,0.0786155084518379,0.1618257261410788,fn<0,586.0,1326.0,0.07,1.0
0.070000-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-1.000000-notes/run_0,2733,8425,3631,7527,0.2616172703988291,0.444230239603415,0.0949913644214162,0.1914540059347181,fn<0_inferred,715.0,1613.0,0.07,1.0
0.070000-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-1.000000-notes/run_0,1100,7742,1606,7236,0.5109090909090909,0.6650062266500623,0.0776672194582642,0.1379488504262464,fn>=0_inferred,562.0,1068.0,0.07,1.0
0.070000-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.070000-r_fun-1.000000-notes/run_0,3833,16167,5237,14763,0.3331594051656665,0.5119343135382852,0.0865000338684549,0.1658316323374775,all,1277.0,2681.0,0.07,1.0
0.080000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.000000-notes/run_0,4239,15761,5203,14797,0.3102146732719981,0.4380165289256198,0.0888693654119078,0.1445974240213184,all,1315.0,2279.0,0.08,0.0
0.080000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.000000-notes/run_0,2254,7754,2669,7339,0.3300798580301686,0.4342450355938553,0.1013762092928191,0.1494712406499871,fn<0,744.0,1159.0,0.08,0.0
0.080000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.000000-notes/run_0,1985,8007,2534,7458,0.2876574307304786,0.4419889502762431,0.0765620809868597,0.1398776070937929,fn>=0,571.0,1120.0,0.08,0.0
0.080000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.000000-notes/run_0,3122,8601,4109,7614,0.2354260089686098,0.4190800681431005,0.0965327029156816,0.2002092779909313,fn<0_inferred,735.0,1722.0,0.08,0.0
0.080000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.000000-notes/run_0,1117,7160,1094,7183,0.5192479856759177,0.5091407678244972,0.0807462063204789,0.0777932960893854,fn>=0_inferred,580.0,557.0,0.08,0.0
0.080000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.040000-notes/run_0,1346,7359,1344,7361,0.4769687964338782,0.4761904761904761,0.0872164108137481,0.0869683380894143,fn>=0_inferred,642.0,640.0,0.08,0.04
0.080000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.040000-notes/run_0,4249,15751,5207,14793,0.3309013885620145,0.4540042250816209,0.0950449536943148,0.1500857088438829,all,1406.0,2364.0,0.08,0.04
0.080000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.040000-notes/run_0,2210,7711,2594,7327,0.3552036199095023,0.4506553585196607,0.1071379828033301,0.1516016080923356,fn>=0,785.0,1169.0,0.08,0.04
0.080000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.040000-notes/run_0,2039,8040,2613,7466,0.3045610593428151,0.4573287409108305,0.0831770693811947,0.1486318407960199,fn<0,621.0,1195.0,0.08,0.04
0.080000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.040000-notes/run_0,2903,8392,3863,7432,0.263176024801929,0.4462852705151436,0.1027987082884822,0.2054337464251668,fn<0_inferred,764.0,1724.0,0.08,0.04
0.080000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.080000-notes/run_0,2293,7783,2709,7367,0.3109463584823375,0.4167589516426725,0.0967829509976924,0.1450597455993832,fn<0,713.0,1129.0,0.08,0.08
0.080000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.080000-notes/run_0,4486,15514,5304,14696,0.3189924208649131,0.4240196078431372,0.0973734349482852,0.1449658373082377,all,1431.0,2249.0,0.08,0.08
0.080000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.080000-notes/run_0,3381,8371,4075,7677,0.259094942324756,0.3852760736196319,0.11410707307542,0.1875522637677696,fn<0_inferred,876.0,1570.0,0.08,0.08
0.080000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.080000-notes/run_0,1105,7143,1229,7019,0.502262443438914,0.5524816924328723,0.0790710927482547,0.0950580988380232,fn>=0_inferred,555.0,679.0,0.08,0.08
0.080000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.080000-notes/run_0,2193,7731,2595,7329,0.3274053807569539,0.4315992292870905,0.0979669804884704,0.1448712973742077,fn>=0,718.0,1120.0,0.08,0.08
0.080000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.120000-notes/run_0,2071,7995,2688,7378,0.3244809270883631,0.4795386904761904,0.0910815939278937,0.1612257661038149,fn>=0,672.0,1289.0,0.08,0.12
0.080000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.120000-notes/run_0,2194,7740,2551,7383,0.3600729261622607,0.4496275970207761,0.1070025734796153,0.1481912144702842,fn<0,790.0,1147.0,0.08,0.12
0.080000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.120000-notes/run_0,4265,15735,5239,14761,0.3427901524032825,0.4649742317236113,0.0990447801639455,0.1548141086749285,all,1462.0,2436.0,0.08,0.12
0.080000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.120000-notes/run_0,2295,8129,3174,7250,0.3311546840958606,0.5163831127914303,0.1048275862068965,0.2016238159675236,fn<0_inferred,760.0,1639.0,0.08,0.12
0.080000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.120000-notes/run_0,1970,7606,2065,7511,0.3563451776649746,0.385956416464891,0.0934629210491279,0.1047856955035498,fn>=0_inferred,702.0,797.0,0.08,0.12
0.080000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.160000-notes/run_0,4291,15709,5099,14901,0.3372174318340713,0.4422435771719945,0.0971075766727065,0.1435482844229422,all,1447.0,2255.0,0.08,0.16
0.080000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.160000-notes/run_0,1886,7495,2013,7368,0.383881230116649,0.4227521112767014,0.0982627578718784,0.1135423615743829,fn>=0_inferred,724.0,851.0,0.08,0.16
0.080000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.160000-notes/run_0,2022,7904,2556,7370,0.3071216617210682,0.4518779342723005,0.0842605156037991,0.1461285425101214,fn>=0,621.0,1155.0,0.08,0.16
0.080000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.160000-notes/run_0,2405,8214,3086,7533,0.3006237006237006,0.4549578742709008,0.0959776981282357,0.1709276844411979,fn<0_inferred,723.0,1404.0,0.08,0.16
0.080000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.160000-notes/run_0,2269,7805,2543,7531,0.3640370207139709,0.4325599685410932,0.1096799893772407,0.1409352978859705,fn<0,826.0,1100.0,0.08,0.16
0.080000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.200000-notes/run_0,2159,7772,2616,7315,0.3302454840203798,0.4472477064220183,0.097470950102529,0.1505404014410705,fn>=0,713.0,1170.0,0.08,0.2
0.080000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.200000-notes/run_0,1713,7418,1884,7247,0.3963806187974314,0.4511677282377919,0.0936939423209604,0.1145861418172014,fn>=0_inferred,679.0,850.0,0.08,0.2
0.080000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.200000-notes/run_0,2158,7911,2607,7462,0.335032437442076,0.4495588799386267,0.0968909139640847,0.1481481481481481,fn<0,723.0,1172.0,0.08,0.2
0.080000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.200000-notes/run_0,2604,8265,3339,7530,0.2907066052227343,0.4468403713686733,0.1005312084993359,0.1805202661826981,fn<0_inferred,757.0,1492.0,0.08,0.2
0.080000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.200000-notes/run_0,4317,15683,5223,14777,0.3326384063006717,0.4484013019337545,0.0971780469648778,0.1493336734043231,all,1436.0,2342.0,0.08,0.2
0.080000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.240000-notes/run_0,4265,15735,5347,14653,0.3186400937866354,0.4565176734617542,0.0927455128642598,0.1551318716237686,all,1359.0,2441.0,0.08,0.24
0.080000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.240000-notes/run_0,1413,7701,1982,7132,0.4401981599433828,0.6009081735620585,0.0872125630959057,0.1546552395792754,fn<0_inferred,622.0,1191.0,0.08,0.24
0.080000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.240000-notes/run_0,2110,7821,2684,7247,0.3213270142180094,0.4664679582712369,0.0935559541879398,0.1600818309679069,fn>=0,678.0,1252.0,0.08,0.24
0.080000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.240000-notes/run_0,2155,7914,2663,7406,0.3160092807424594,0.4464889222681186,0.0919524709694842,0.1502400808693454,fn<0,681.0,1189.0,0.08,0.24
0.080000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.240000-notes/run_0,2852,8034,3365,7521,0.2584151472650771,0.3714710252600297,0.0979922882595399,0.1555887478217575,fn>=0_inferred,737.0,1250.0,0.08,0.24
0.080000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.280000-notes/run_0,2079,7929,2671,7337,0.3246753246753247,0.474354174466492,0.0919994548180455,0.1597931643334594,fn>=0,675.0,1267.0,0.08,0.28
0.080000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.280000-notes/run_0,2721,8144,3629,7236,0.2859242925395075,0.4645907963626343,0.1075179657269209,0.2070235756385068,fn<0_inferred,778.0,1686.0,0.08,0.28
0.080000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.280000-notes/run_0,1370,7765,1625,7510,0.3992700729927007,0.4935384615384615,0.0728362183754993,0.1032839665164198,fn>=0_inferred,547.0,802.0,0.08,0.28
0.080000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.280000-notes/run_0,4091,15909,5254,14746,0.3238816915179662,0.473543966501713,0.0898548758985487,0.1563894650826576,all,1325.0,2488.0,0.08,0.28
0.080000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.280000-notes/run_0,2012,7980,2583,7409,0.3230616302186879,0.4727061556329849,0.0877311378053718,0.1530075187969924,fn<0,650.0,1221.0,0.08,0.28
0.080000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.320000-notes/run_0,4161,15839,5177,14823,0.3354962749339101,0.465906895885648,0.0941779666734129,0.1522823410568849,all,1396.0,2412.0,0.08,0.32
0.080000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.320000-notes/run_0,2108,7875,2605,7378,0.3429791271347248,0.4683301343570057,0.0979940363242071,0.1549206349206349,fn<0,723.0,1220.0,0.08,0.32
0.080000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.320000-notes/run_0,1363,7304,1603,7064,0.4314013206162876,0.5165315034310668,0.0832389580973952,0.1133625410733844,fn>=0_inferred,588.0,828.0,0.08,0.32
0.080000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.320000-notes/run_0,2798,8535,3574,7759,0.2887776983559685,0.4432008953553441,0.1041371310735919,0.1855887521968365,fn<0_inferred,808.0,1584.0,0.08,0.32
0.080000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.320000-notes/run_0,2053,7964,2572,7445,0.3278129566488066,0.463452566096423,0.0903962390866353,0.1496735308890005,fn>=0,673.0,1192.0,0.08,0.32
0.080000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.360000-notes/run_0,1418,7528,1445,7501,0.4520451339915374,0.4622837370242214,0.0854552726303159,0.0887353878852284,fn>=0_inferred,641.0,668.0,0.08,0.36
0.080000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.360000-notes/run_0,4095,15905,5151,14849,0.337973137973138,0.473694428266356,0.0932049296248905,0.1534108770826784,all,1384.0,2440.0,0.08,0.36
0.080000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.360000-notes/run_0,2060,7905,2555,7410,0.3548543689320388,0.4798434442270058,0.0986504723346828,0.1550917141049968,fn>=0,731.0,1226.0,0.08,0.36
0.080000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.360000-notes/run_0,2035,8000,2596,7439,0.3208845208845209,0.4676425269645609,0.0877806156741497,0.15175,fn<0,653.0,1214.0,0.08,0.36
0.080000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.360000-notes/run_0,2677,8377,3706,7348,0.2775494957041464,0.478143550998381,0.1011159499183451,0.2115315745493613,fn<0_inferred,743.0,1772.0,0.08,0.36
0.080000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.400000-notes/run_0,4208,15792,5258,14742,0.3277091254752852,0.4619627234689996,0.0935422602089268,0.1538120567375886,all,1379.0,2429.0,0.08,0.4
0.080000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.400000-notes/run_0,2132,7895,2661,7366,0.3433395872420263,0.4738819992484028,0.0993755090958457,0.1597213426219126,fn<0,732.0,1261.0,0.08,0.4
0.080000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.400000-notes/run_0,2076,7897,2597,7376,0.3116570327552986,0.4497497112052368,0.0877169197396963,0.1479042674433329,fn>=0,647.0,1168.0,0.08,0.4
0.080000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.400000-notes/run_0,1233,7269,1115,7387,0.4647201946472019,0.4080717488789238,0.0775687017733856,0.0625945797221075,fn>=0_inferred,573.0,455.0,0.08,0.4
0.080000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.400000-notes/run_0,2975,8523,4143,7355,0.2709243697478992,0.4764663287472845,0.1095853161114887,0.2316085885251672,fn<0_inferred,806.0,1974.0,0.08,0.4
0.080000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.440000-notes/run_0,4173,15827,5269,14731,0.3172777378384855,0.4592901878914405,0.089878487543276,0.1529032665697858,all,1324.0,2420.0,0.08,0.44
0.080000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.440000-notes/run_0,2047,7809,2620,7236,0.306790425012213,0.4583969465648855,0.0867882808181315,0.1537969010116532,fn<0,628.0,1201.0,0.08,0.44
0.080000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.440000-notes/run_0,2126,8018,2649,7495,0.3273753527751646,0.460173650434126,0.0928619079386257,0.1520329259166874,fn>=0,696.0,1219.0,0.08,0.44
0.080000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.440000-notes/run_0,2506,7826,3015,7317,0.280925778132482,0.4023217247097844,0.0962142954762881,0.1549961666240736,fn>=0_inferred,704.0,1213.0,0.08,0.44
0.080000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.440000-notes/run_0,1667,8001,2254,7414,0.3719256148770246,0.5354924578527063,0.0836255732398165,0.1508561429821272,fn<0_inferred,620.0,1207.0,0.08,0.44
0.080000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.480000-notes/run_0,2014,7896,2534,7376,0.3416087388282026,0.4767166535122336,0.0932754880694143,0.1529888551165147,fn>=0,688.0,1208.0,0.08,0.48
0.080000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.480000-notes/run_0,4015,15985,5122,14878,0.3359900373599003,0.4795001952362358,0.0906707890845543,0.1536440412887081,all,1349.0,2456.0,0.08,0.48
0.080000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.480000-notes/run_0,1971,7915,2227,7659,0.3521055301877219,0.4265828468792097,0.0906123514819167,0.1200252684775742,fn<0_inferred,694.0,950.0,0.08,0.48
0.080000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.480000-notes/run_0,2044,8070,2895,7219,0.3204500978473581,0.5202072538860104,0.090732788474858,0.1866171003717472,fn>=0_inferred,655.0,1506.0,0.08,0.48
0.080000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.480000-notes/run_0,2001,8089,2588,7502,0.3303348325837081,0.482225656877898,0.0881098373766995,0.1542835950055631,fn<0,661.0,1248.0,0.08,0.48
0.080000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.080000-r_fun-0.520000-notes/run_0,1846,8111,2674,7283,0.2860238353196099,0.5071054599850411,0.072497597144034,0.1671803723338676,fn>=0,528.0,1356.0,0.08,0.52
