params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,st_prop,bhvr_rate
0.060000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.040000-notes/run_0,2123,7884,2633,7374,0.2925105982100801,0.4295480440562096,0.0842148087876322,0.143455098934551,fn<0,621.0,1131.0,0.06,0.04
0.060000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.040000-notes/run_0,4428,15572,5205,14795,0.3236224028906955,0.4245917387127761,0.0968570462994254,0.1419213973799126,all,1433.0,2210.0,0.06,0.04
0.060000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.080000-notes/run_0,4198,15802,5173,14827,0.3306336350643163,0.4567948965783878,0.0936130033047818,0.1495380331603594,all,1388.0,2363.0,0.06,0.08
0.060000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.080000-notes/run_0,2151,7870,2619,7402,0.3249651324965132,0.4455899198167239,0.0944339367738449,0.148284625158831,fn<0,699.0,1167.0,0.06,0.08
0.060000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.080000-notes/run_0,2047,7932,2554,7425,0.336590131900342,0.4682850430696946,0.0927946127946127,0.1507816439737771,fn>=0,689.0,1196.0,0.06,0.08
0.060000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.080000-notes/run_0,2751,8132,3514,7369,0.2842602689930934,0.4396698918611269,0.106120233410232,0.189990162321692,fn<0_inferred,782.0,1545.0,0.06,0.08
0.060000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.080000-notes/run_0,1447,7670,1659,7458,0.4187975120939876,0.4930681133212778,0.081255028157683,0.1066492829204693,fn>=0_inferred,606.0,818.0,0.06,0.08
0.060000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.120000-notes/run_0,1992,8040,2570,7462,0.2976907630522088,0.4556420233463035,0.0794693111766282,0.1456467661691542,fn>=0,593.0,1171.0,0.06,0.12
0.060000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.120000-notes/run_0,4333,15667,5206,14794,0.3237941380106162,0.4371878601613523,0.0948357442206299,0.1452735048190464,all,1403.0,2276.0,0.06,0.12
0.060000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.120000-notes/run_0,2341,7627,2636,7332,0.3460059803502777,0.419195751138088,0.1104746317512275,0.1448800314671561,fn<0,810.0,1105.0,0.06,0.12
0.060000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.120000-notes/run_0,3509,8831,4738,7602,0.2456540324878882,0.4413254537779654,0.1133912128387266,0.2367795266674215,fn<0_inferred,862.0,2091.0,0.06,0.12
0.060000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.120000-notes/run_0,824,6836,468,7192,0.6565533980582524,0.3952991452991453,0.075222469410456,0.0270626097132826,fn>=0_inferred,541.0,185.0,0.06,0.12
0.060000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.160000-notes/run_0,3284,8915,4558,7641,0.2594397076735688,0.4664326458973233,0.1115037298782881,0.2384744812114413,fn<0_inferred,852.0,2126.0,0.06,0.16
0.060000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.160000-notes/run_0,2024,8027,2587,7464,0.308300395256917,0.4588326246617704,0.0836012861736334,0.1478759187741372,fn<0,624.0,1187.0,0.06,0.16
0.060000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.160000-notes/run_0,915,6886,605,7196,0.6010928961748634,0.396694214876033,0.0764313507504169,0.0348533255881498,fn>=0_inferred,550.0,240.0,0.06,0.16
0.060000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.160000-notes/run_0,2175,7774,2576,7373,0.3577011494252873,0.4576863354037267,0.1055201410552014,0.1516593774118857,fn>=0,778.0,1179.0,0.06,0.16
0.060000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.160000-notes/run_0,4199,15801,5163,14837,0.3338890211955227,0.4582607011427465,0.0944934959897553,0.1497373583950383,all,1402.0,2366.0,0.06,0.16
0.060000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.200000-notes/run_0,2097,7935,2604,7428,0.3338102050548402,0.4635176651305683,0.0942380183091007,0.1521109010712035,fn>=0,700.0,1207.0,0.06,0.2
0.060000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.200000-notes/run_0,2069,7899,2595,7373,0.2991783470275495,0.441233140655106,0.0839549708395497,0.1449550576022281,fn<0,619.0,1145.0,0.06,0.2
0.060000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.200000-notes/run_0,4166,15834,5199,14801,0.3166106577052328,0.4523946912867859,0.0891156002972772,0.1485411140583554,all,1319.0,2352.0,0.06,0.2
0.060000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.200000-notes/run_0,978,7259,1137,7100,0.5276073619631901,0.5936675461741425,0.0726760563380281,0.0929880148780823,fn>=0_inferred,516.0,675.0,0.06,0.2
0.060000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.200000-notes/run_0,3188,8575,4062,7701,0.2518820577164366,0.4128508124076809,0.1042721724451369,0.1955685131195335,fn<0_inferred,803.0,1677.0,0.06,0.2
0.060000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.240000-notes/run_0,2031,8043,2656,7418,0.2860659773510586,0.4540662650602409,0.0783229981126988,0.1499440507273405,fn<0,581.0,1206.0,0.06,0.24
0.060000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.240000-notes/run_0,3161,8603,4379,7385,0.2404302435937994,0.4517013016670472,0.1029113067027759,0.2299197954202022,fn<0_inferred,760.0,1978.0,0.06,0.24
0.060000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.240000-notes/run_0,1064,7172,934,7302,0.518796992481203,0.4518201284796574,0.0755957271980279,0.0588399330730619,fn>=0_inferred,552.0,422.0,0.06,0.24
0.060000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.240000-notes/run_0,2194,7732,2657,7269,0.3331814038286235,0.449378998870907,0.1005640390700233,0.1544231764097258,fn>=0,731.0,1194.0,0.06,0.24
0.060000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.240000-notes/run_0,4225,15775,5313,14687,0.3105325443786982,0.4517221908526256,0.0893307006195955,0.1521394611727416,all,1312.0,2400.0,0.06,0.24
0.060000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.280000-notes/run_0,4327,15673,5241,14759,0.3186965565056621,0.4375119252051135,0.0934345145335049,0.1463025585401646,all,1379.0,2293.0,0.06,0.28
0.060000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.280000-notes/run_0,2154,7800,2555,7399,0.3435468895078923,0.4465753424657534,0.1000135153399108,0.1462820512820513,fn>=0,740.0,1141.0,0.06,0.28
0.060000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.280000-notes/run_0,2190,7960,2531,7619,0.2981735159817351,0.3927301461872777,0.0857067856674104,0.1248743718592964,fn<0_inferred,653.0,994.0,0.06,0.28
0.060000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.280000-notes/run_0,2137,7713,2710,7140,0.3397285914833879,0.4793357933579336,0.1016806722689075,0.1684169583819525,fn>=0_inferred,726.0,1299.0,0.06,0.28
0.060000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.280000-notes/run_0,2173,7873,2686,7360,0.2940635066728025,0.4288905435591958,0.086820652173913,0.1463228756509589,fn<0,639.0,1152.0,0.06,0.28
0.060000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.320000-notes/run_0,2164,7829,2605,7388,0.3401109057301293,0.4518234165067178,0.0996210070384407,0.1503384851194277,fn>=0,736.0,1177.0,0.06,0.32
0.060000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.320000-notes/run_0,938,7152,749,7341,0.5628997867803838,0.45260347129506,0.0719248058847568,0.0473993288590604,fn>=0_inferred,528.0,339.0,0.06,0.32
0.060000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.320000-notes/run_0,3150,8760,4474,7436,0.2396825396825397,0.4646848457755923,0.101533082302313,0.2373287671232876,fn<0_inferred,755.0,2079.0,0.06,0.32
0.060000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.320000-notes/run_0,1924,8083,2618,7389,0.2843035343035343,0.474025974025974,0.0740289619704966,0.1535321044166769,fn<0,547.0,1241.0,0.06,0.32
0.060000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.320000-notes/run_0,4088,15912,5223,14777,0.3138454011741683,0.462952326249282,0.0868241185626311,0.1519607843137254,all,1283.0,2418.0,0.06,0.32
0.060000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.360000-notes/run_0,812,6909,480,7241,0.6637931034482759,0.43125,0.0744372324264604,0.0299609205384281,fn>=0_inferred,539.0,207.0,0.06,0.36
0.060000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.360000-notes/run_0,1840,8253,2598,7495,0.2875,0.4953810623556582,0.0705803869246164,0.1559432933478735,fn<0,529.0,1287.0,0.06,0.36
0.060000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.360000-notes/run_0,3185,9094,4718,7561,0.2502354788069074,0.4938533276812208,0.1054093373892342,0.2562128876182098,fn<0_inferred,797.0,2330.0,0.06,0.36
0.060000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.360000-notes/run_0,2157,7750,2600,7307,0.3741307371349096,0.4807692307692308,0.1104420418776515,0.1612903225806451,fn>=0,807.0,1250.0,0.06,0.36
0.060000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.360000-notes/run_0,3997,16003,5198,14802,0.334250688016012,0.4880723355136591,0.0902580732333468,0.1585327751046678,all,1336.0,2537.0,0.06,0.36
0.060000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.400000-notes/run_0,2252,7695,2575,7372,0.3579040852575488,0.4384466019417475,0.1093326098752034,0.1467186484730344,fn<0,806.0,1129.0,0.06,0.4
0.060000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.400000-notes/run_0,1749,7360,1485,7624,0.3996569468267582,0.2929292929292929,0.0916841552990556,0.0591032608695652,fn>=0_inferred,699.0,435.0,0.06,0.4
0.060000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.400000-notes/run_0,4290,15710,5206,14794,0.3333333333333333,0.4506338839800231,0.0966608084358523,0.1493316359007002,all,1430.0,2346.0,0.06,0.4
0.060000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.400000-notes/run_0,2038,8015,2631,7422,0.3061825318940137,0.4625617635879893,0.084074373484236,0.1518402994385527,fn>=0,624.0,1217.0,0.06,0.4
0.060000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.400000-notes/run_0,2541,8350,3721,7170,0.2876820149547422,0.513571620532115,0.101952580195258,0.2288622754491018,fn<0_inferred,731.0,1911.0,0.06,0.4
0.060000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.440000-notes/run_0,1948,7965,2621,7292,0.2926078028747433,0.4742464708126669,0.078167855183763,0.1560577526679221,fn<0,570.0,1243.0,0.06,0.44
0.060000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.440000-notes/run_0,4128,15872,5282,14718,0.3258236434108527,0.4731162438470276,0.0913846990080173,0.1574470766129032,all,1345.0,2499.0,0.06,0.44
0.060000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.440000-notes/run_0,1061,7034,977,7118,0.5711592836946278,0.534288638689867,0.0851362742343355,0.0742109752630082,fn>=0_inferred,606.0,522.0,0.06,0.44
0.060000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.440000-notes/run_0,3067,8838,4305,7600,0.2409520704271275,0.4592334494773519,0.0972368421052631,0.223693143245078,fn<0_inferred,739.0,1977.0,0.06,0.44
0.060000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.440000-notes/run_0,2180,7907,2661,7426,0.3555045871559633,0.4720030063885757,0.1043630487476434,0.1588465916276716,fn>=0,775.0,1256.0,0.06,0.44
0.060000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.480000-notes/run_0,2175,7905,2664,7416,0.3485057471264368,0.4680930930930931,0.1022114347357065,0.1577482605945604,fn<0,758.0,1247.0,0.06,0.48
0.060000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.480000-notes/run_0,1917,8003,2622,7298,0.3025560772039645,0.4900839054157132,0.0794738284461496,0.1605647882044233,fn>=0,580.0,1285.0,0.06,0.48
0.060000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.480000-notes/run_0,2765,8424,4126,7063,0.2553345388788426,0.5009694619486185,0.0999575251309641,0.2453703703703703,fn<0_inferred,706.0,2067.0,0.06,0.48
0.060000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.480000-notes/run_0,1327,7484,1160,7651,0.4762622456669179,0.4008620689655172,0.0826035812312116,0.0621325494388027,fn>=0_inferred,632.0,465.0,0.06,0.48
0.060000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.480000-notes/run_0,4092,15908,5286,14714,0.3269794721407624,0.4790011350737798,0.0909338045398939,0.1591651998994216,all,1338.0,2532.0,0.06,0.48
0.060000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.520000-notes/run_0,2193,7953,2682,7464,0.3410852713178294,0.4612229679343773,0.10021436227224,0.1555387903935621,fn<0_inferred,748.0,1237.0,0.06,0.52
0.060000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.520000-notes/run_0,2070,8005,2614,7461,0.3333333333333333,0.4720734506503443,0.0924809006835544,0.1541536539662711,fn>=0,690.0,1234.0,0.06,0.52
0.060000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.520000-notes/run_0,2064,7861,2580,7345,0.3498062015503876,0.47984496124031,0.0982981620149761,0.1574863248950515,fn<0,722.0,1238.0,0.06,0.52
0.060000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.520000-notes/run_0,4134,15866,5194,14806,0.3415578132559265,0.4759337697343088,0.0953667432122112,0.1558048657506618,all,1412.0,2472.0,0.06,0.52
0.060000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.520000-notes/run_0,1941,7913,2512,7342,0.342091705306543,0.491640127388535,0.0904385725960228,0.1560722861114621,fn>=0_inferred,664.0,1235.0,0.06,0.52
0.060000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.560000-notes/run_0,1800,7884,2156,7528,0.3683333333333333,0.472634508348794,0.0880712008501594,0.1292491121258244,fn>=0_inferred,663.0,1019.0,0.06,0.56
0.060000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.560000-notes/run_0,2172,7896,2608,7460,0.3411602209944751,0.451303680981595,0.0993297587131367,0.1490628166160081,fn<0,741.0,1177.0,0.06,0.56
0.060000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.560000-notes/run_0,4138,15862,5235,14765,0.3223779603673272,0.4643744030563514,0.0903487978327124,0.153259361997226,all,1334.0,2431.0,0.06,0.56
0.060000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.560000-notes/run_0,1966,7966,2627,7305,0.3016276703967446,0.4773505900266463,0.0811772758384668,0.1574190308812453,fn>=0,593.0,1254.0,0.06,0.56
0.060000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.560000-notes/run_0,2338,7978,3079,7237,0.2869974337040205,0.4585904514452744,0.0927179770623186,0.1769867134620205,fn<0_inferred,671.0,1412.0,0.06,0.56
0.060000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.600000-notes/run_0,930,7092,765,7257,0.5731182795698925,0.4810457516339869,0.0734463276836158,0.0518894529046813,fn>=0_inferred,533.0,368.0,0.06,0.6
0.060000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.600000-notes/run_0,3419,8559,4532,7446,0.2687920444574437,0.4483671668137687,0.1234219715283373,0.2374109124897768,fn<0_inferred,919.0,2032.0,0.06,0.6
0.060000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.600000-notes/run_0,2183,7825,2684,7324,0.3348602840128263,0.4590163934426229,0.099808847624249,0.157444089456869,fn>=0,731.0,1232.0,0.06,0.6
0.060000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.600000-notes/run_0,2166,7826,2613,7379,0.3328716528162511,0.4469957902793723,0.0977097167637891,0.1492461027344748,fn<0,721.0,1168.0,0.06,0.6
0.060000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.600000-notes/run_0,4349,15651,5297,14703,0.3338698551391124,0.4530866528223523,0.0987553560497857,0.153344834195898,all,1452.0,2400.0,0.06,0.6
0.060000-r_fun-0.640000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.640000-notes/run_0,4248,15752,5244,14756,0.3177966101694915,0.4473684210526316,0.0914882081865004,0.148933468765871,all,1350.0,2346.0,0.06,0.64
0.060000-r_fun-0.640000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.640000-notes/run_0,3328,8409,4378,7359,0.2397836538461538,0.4221105527638191,0.1084386465552384,0.2197645379950053,fn<0_inferred,798.0,1848.0,0.06,0.64
0.060000-r_fun-0.640000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.640000-notes/run_0,920,7343,866,7397,0.6,0.5750577367205543,0.0746248479113153,0.0678196922238867,fn>=0_inferred,552.0,498.0,0.06,0.64
0.060000-r_fun-0.640000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.640000-notes/run_0,2033,7973,2640,7366,0.2921790457452041,0.4549242424242424,0.0806407819712191,0.1506333876834315,fn<0,594.0,1201.0,0.06,0.64
0.060000-r_fun-0.640000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.640000-notes/run_0,2215,7779,2604,7390,0.3413092550790068,0.4397081413210445,0.1023004059539918,0.1471911556755367,fn>=0,756.0,1145.0,0.06,0.64
0.060000-r_fun-0.680000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.680000-notes/run_0,2151,7865,2517,7499,0.3640167364016736,0.4564958283671037,0.1044139218562475,0.1460902733630006,fn>=0,783.0,1149.0,0.06,0.68
0.060000-r_fun-0.680000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.680000-notes/run_0,3313,8832,4059,8086,0.2641110775731965,0.3993594481399359,0.1082117239673509,0.1835371376811594,fn<0_inferred,875.0,1621.0,0.06,0.68
0.060000-r_fun-0.680000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.680000-notes/run_0,906,6949,1077,6778,0.5894039735099338,0.6545961002785515,0.0787843021540277,0.1014534465390703,fn>=0_inferred,534.0,705.0,0.06,0.68
0.060000-r_fun-0.680000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.680000-notes/run_0,4219,15781,5136,14864,0.3339653946432804,0.4528816199376947,0.0947927879440258,0.1473924339395475,all,1409.0,2326.0,0.06,0.68
0.060000-r_fun-0.680000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.060000-r_fun-0.680000-notes/run_0,2068,7916,2619,7365,0.3027079303675048,0.4494081710576555,0.0849966055668703,0.1486862051541182,fn<0,626.0,1177.0,0.06,0.68
