params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,mu_fur
20-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.500000-notes/run_0,1716,8152,2671,7197,0.2902097902097902,0.543991014601273,0.0691954981242184,0.1782384690873405,fn>=0_inferred,498.0,1453.0,20.0,0.5
20-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.500000-notes/run_0,3910,16090,5258,14742,0.2565217391304348,0.4471281856219095,0.0680369013702347,0.1461155997513983,all,1003.0,2351.0,20.0,0.5
20-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.500000-notes/run_0,1914,8127,2632,7409,0.254440961337513,0.4578267477203647,0.0657308678634093,0.1482711947828227,fn<0,487.0,1205.0,20.0,0.5
20-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.500000-notes/run_0,2194,7938,2587,7545,0.2301731996353692,0.3471202164669501,0.0669317428760768,0.1131267321743512,fn<0_inferred,505.0,898.0,20.0,0.5
20-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.500000-notes/run_0,1996,7963,2626,7333,0.2585170340681362,0.4364051789794364,0.0703668348561298,0.1439156096948386,fn>=0,516.0,1146.0,20.0,0.5
20-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.600000-notes/run_0,3716,16284,5216,14784,0.2389666307857911,0.4578220858895706,0.060064935064935,0.1466470154753132,all,888.0,2388.0,20.0,0.6
20-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.600000-notes/run_0,1873,8157,2611,7419,0.2429257875066738,0.4569130601302183,0.0613290200835692,0.1462547505210248,fn<0,455.0,1193.0,20.0,0.6
20-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.600000-notes/run_0,1843,8127,2605,7365,0.2349430276722734,0.4587332053742802,0.0587915818058384,0.1470407284360772,fn>=0,433.0,1195.0,20.0,0.6
20-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.600000-notes/run_0,2151,8470,3165,7456,0.2115295211529521,0.4641390205371248,0.0610246781115879,0.173435655253837,fn<0_inferred,455.0,1469.0,20.0,0.6
20-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.600000-notes/run_0,1565,7814,2051,7328,0.2766773162939297,0.4480741101901511,0.0590884279475982,0.1176094189915536,fn>=0_inferred,433.0,919.0,20.0,0.6
20-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.700000-notes/run_0,3565,16435,5200,14800,0.2308555399719495,0.4726923076923077,0.0556081081081081,0.1495588682689382,all,823.0,2458.0,20.0,0.7
20-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.700000-notes/run_0,1286,7930,1877,7339,0.2822706065318818,0.5082578582844965,0.0494617795339964,0.1203026481715006,fn>=0_inferred,363.0,954.0,20.0,0.7
20-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.700000-notes/run_0,1807,8177,2608,7376,0.2291090204759269,0.4658742331288343,0.0561279826464208,0.148587501528678,fn<0,414.0,1215.0,20.0,0.7
20-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.700000-notes/run_0,2279,8505,3323,7461,0.2018429135585783,0.452603069515498,0.0616539337890363,0.1768371546149323,fn<0_inferred,460.0,1504.0,20.0,0.7
20-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.700000-notes/run_0,1758,8258,2592,7424,0.232650739476678,0.4795524691358024,0.0550915948275862,0.1505207071930249,fn>=0,409.0,1243.0,20.0,0.7
20-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.800000-notes/run_0,1375,8101,1914,7562,0.2487272727272727,0.4602925809822361,0.0452261306532663,0.1087520059251944,fn<0_inferred,342.0,881.0,20.0,0.8
20-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.800000-notes/run_0,3494,16506,5289,14711,0.2009158557527189,0.4721119304216298,0.0477193936510094,0.1512783230340482,all,702.0,2497.0,20.0,0.8
20-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.800000-notes/run_0,1755,8216,2673,7298,0.196011396011396,0.4721286943509166,0.0471362016990956,0.1536027263875365,fn>=0,344.0,1262.0,20.0,0.8
20-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.800000-notes/run_0,1739,8290,2616,7413,0.2058654399079931,0.4720948012232416,0.0482935383785242,0.1489746682750301,fn<0,358.0,1235.0,20.0,0.8
20-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.800000-notes/run_0,2119,8405,3375,7149,0.1698914582350165,0.4788148148148148,0.0503566932438103,0.1922665080309339,fn>=0_inferred,360.0,1616.0,20.0,0.8
20-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.900000-notes/run_0,1645,8434,2644,7435,0.1841945288753799,0.4924357034795764,0.0407531943510423,0.1543751482096277,fn>=0,303.0,1302.0,20.0,0.9
20-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.900000-notes/run_0,1646,8275,2623,7298,0.1846901579586877,0.4883720930232558,0.0416552480131542,0.1548036253776435,fn<0,304.0,1281.0,20.0,0.9
20-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.900000-notes/run_0,3291,16709,5267,14733,0.1844424187177149,0.4904119992405544,0.0412000271499355,0.1545873481357352,all,607.0,2583.0,20.0,0.9
20-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.900000-notes/run_0,1320,8203,2416,7107,0.2196969696969697,0.5736754966887417,0.0408048402982974,0.1689625746678044,fn>=0_inferred,290.0,1386.0,20.0,0.9
20-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-0.900000-notes/run_0,1971,8506,2851,7626,0.1608320649416539,0.4198526832690284,0.0415683189089955,0.1407241946861039,fn<0_inferred,317.0,1197.0,20.0,0.9
20-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-1.000000-notes/run_0,3189,16811,5125,14875,0.1859517089996864,0.4934634146341463,0.0398655462184874,0.1504372137291059,all,593.0,2529.0,20.0,1.0
20-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-1.000000-notes/run_0,1625,8339,2539,7425,0.1883076923076923,0.4805041354864119,0.0412121212121212,0.1463005156493584,fn<0,306.0,1220.0,20.0,1.0
20-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-1.000000-notes/run_0,1564,8472,2586,7450,0.1835038363171355,0.5061871616395979,0.0385234899328859,0.154508970727101,fn>=0,287.0,1309.0,20.0,1.0
20-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-1.000000-notes/run_0,1407,8507,2640,7274,0.1990049751243781,0.5731060606060606,0.0384932636788562,0.1778535323850946,fn>=0_inferred,280.0,1513.0,20.0,1.0
20-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/20-r_fun-1.000000-notes/run_0,1782,8304,2485,7601,0.1756453423120089,0.4088531187122736,0.0411787922641757,0.1223506743737957,fn<0_inferred,313.0,1016.0,20.0,1.0
21-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.000000-notes/run_0,3471,8403,4327,7547,0.2555459521751657,0.4028195054310146,0.1175301444282496,0.2074259193145305,fn<0_inferred,887.0,1743.0,21.0,0.0
21-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.000000-notes/run_0,842,7284,950,7176,0.5961995249406176,0.6421052631578947,0.0699554069119286,0.0837451949478308,fn>=0_inferred,502.0,610.0,21.0,0.0
21-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.000000-notes/run_0,4313,15687,5277,14723,0.3220496174356596,0.4458972901269661,0.09434218569585,0.149996812647415,all,1389.0,2353.0,21.0,0.0
21-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.000000-notes/run_0,2200,7769,2677,7292,0.3177272727272727,0.4392977213298468,0.0958584750411409,0.1513708327970137,fn<0,699.0,1176.0,21.0,0.0
21-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.000000-notes/run_0,2113,7918,2600,7431,0.326549929010885,0.4526923076923076,0.0928542591844973,0.1486486486486486,fn>=0,690.0,1177.0,21.0,0.0
21-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.100000-notes/run_0,2047,7902,2576,7373,0.3043478260869565,0.4472049689440994,0.0844974908449749,0.1457858769931662,fn>=0,623.0,1152.0,21.0,0.1
21-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.100000-notes/run_0,1277,7313,1418,7172,0.4878621769772905,0.538787023977433,0.0868655883993307,0.1044714891289484,fn>=0_inferred,623.0,764.0,21.0,0.1
21-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.100000-notes/run_0,3006,8404,3776,7634,0.2578176979374584,0.4091631355932203,0.1015195179460309,0.1838410280818657,fn<0_inferred,775.0,1545.0,21.0,0.1
21-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.100000-notes/run_0,2236,7815,2618,7433,0.3466010733452594,0.4419404125286478,0.1042647652361092,0.1480486244401791,fn<0,775.0,1157.0,21.0,0.1
21-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.100000-notes/run_0,4283,15717,5194,14806,0.3264067242586971,0.4445514054678475,0.0944211806024584,0.1469109881020551,all,1398.0,2309.0,21.0,0.1
21-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.200000-notes/run_0,2119,7881,2518,7482,0.3534686172722983,0.4559173947577442,0.1001069232825447,0.1456667935541175,fn<0,749.0,1148.0,21.0,0.2
21-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.200000-notes/run_0,2078,7922,2610,7390,0.2916265640038498,0.4360153256704981,0.0820027063599458,0.1436505932845241,fn>=0,606.0,1138.0,21.0,0.2
21-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.200000-notes/run_0,965,7308,875,7398,0.5730569948186528,0.5291428571428571,0.0747499324141659,0.0633552271483306,fn>=0_inferred,553.0,463.0,21.0,0.2
21-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.200000-notes/run_0,4197,15803,5128,14872,0.3228496545151298,0.4457878315132605,0.0911108122646584,0.144656077959881,all,1355.0,2286.0,21.0,0.2
21-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.200000-notes/run_0,3232,8495,4253,7474,0.2481435643564356,0.4286386080413825,0.1073053251271073,0.2145968216597998,fn<0_inferred,802.0,1823.0,21.0,0.2
21-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.300000-notes/run_0,4162,15838,5213,14787,0.3092263334935127,0.4484941492422789,0.0870359099208764,0.1476196489455739,all,1287.0,2338.0,21.0,0.3
21-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.300000-notes/run_0,3193,8605,4370,7428,0.2355151894769808,0.4414187643020595,0.1012385568120624,0.2241719930273097,fn<0_inferred,752.0,1929.0,21.0,0.3
21-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.300000-notes/run_0,969,7233,843,7359,0.5521155830753354,0.4851720047449585,0.0727000951216197,0.0565463846260196,fn>=0_inferred,535.0,409.0,21.0,0.3
21-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.300000-notes/run_0,2073,7893,2598,7368,0.29570670525808,0.4380292532717475,0.0831976112920738,0.1441783859115672,fn<0,613.0,1138.0,21.0,0.3
21-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.300000-notes/run_0,2089,7945,2615,7419,0.3226424126376256,0.4588910133843212,0.0908478231567596,0.1510383889238515,fn>=0,674.0,1200.0,21.0,0.3
21-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.400000-notes/run_0,1885,7676,2272,7289,0.3389920424403183,0.4515845070422535,0.0876663465495952,0.1336633663366336,fn>=0_inferred,639.0,1026.0,21.0,0.4
21-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.400000-notes/run_0,2150,7866,2665,7351,0.3130232558139535,0.4457786116322701,0.09155216977282,0.1510297482837528,fn<0,673.0,1188.0,21.0,0.4
21-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.400000-notes/run_0,2255,8184,3048,7391,0.2518847006651885,0.4465223097112861,0.0768502232444865,0.1663000977517106,fn<0_inferred,568.0,1361.0,21.0,0.4
21-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.400000-notes/run_0,4140,15860,5320,14680,0.2915458937198067,0.4486842105263158,0.0822207084468664,0.1505044136191677,all,1207.0,2387.0,21.0,0.4
21-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.400000-notes/run_0,1990,7994,2655,7329,0.2683417085427135,0.4516007532956685,0.0728612361850184,0.1499874906179634,fn>=0,534.0,1199.0,21.0,0.4
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,1904,8028,2577,7355,0.2799369747899159,0.4679860302677532,0.0724677090414683,0.1502242152466367,fn<0,533.0,1206.0,21.0,0.5
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,1940,8128,2659,7409,0.261340206185567,0.4610755923279428,0.06843028748819,0.1508366141732283,fn>=0,507.0,1226.0,21.0,0.5
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,2390,8237,3423,7204,0.2238493723849372,0.4580777096114519,0.0742642976124375,0.1903605681680223,fn<0_inferred,535.0,1568.0,21.0,0.5
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,1454,7919,1813,7560,0.3473177441540577,0.4765581908439051,0.0667989417989418,0.1091046849349665,fn>=0_inferred,505.0,864.0,21.0,0.5
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,3844,16156,5236,14764,0.2705515088449531,0.4644766997708174,0.0704416147385532,0.1505323099777172,all,1040.0,2432.0,21.0,0.5
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,1161,7937,1440,7658,0.3686477174849268,0.4909722222222222,0.055889266126926,0.0890764772584099,fn>=0_inferred,428.0,707.0,21.0,0.6
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,1885,8126,2601,7410,0.2588859416445623,0.4628988850442138,0.0658569500674763,0.1481663795225203,fn<0,488.0,1204.0,21.0,0.6
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,3676,16324,5262,14738,0.2399347116430903,0.4690231851007221,0.0598452978694531,0.1511884342073021,all,882.0,2468.0,21.0,0.6
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,2515,8387,3822,7080,0.1805168986083499,0.4607535321821036,0.0641242937853107,0.2099678073208537,fn<0_inferred,454.0,1761.0,21.0,0.6
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,1791,8198,2661,7328,0.2199888330541597,0.4750093949642991,0.0537663755458515,0.1541839473042205,fn>=0,394.0,1264.0,21.0,0.6
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,1783,8197,2540,7440,0.2355580482333146,0.4633858267716535,0.0564516129032258,0.143589117969989,fn>=0,420.0,1177.0,21.0,0.7
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,3518,16482,5089,14911,0.2305287094940307,0.468068382786402,0.0543893769700221,0.1445212959592282,all,811.0,2382.0,21.0,0.7
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,2002,8095,2525,7572,0.2162837162837163,0.3786138613861386,0.0571843634442683,0.1180975911056207,fn<0_inferred,433.0,956.0,21.0,0.7
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,1516,8387,2564,7339,0.2493403693931398,0.5561622464898596,0.0515056547213516,0.1700250387504471,fn>=0_inferred,378.0,1426.0,21.0,0.7
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,1735,8285,2549,7471,0.2253602305475504,0.4727344056492742,0.0523356980323919,0.1454435727217863,fn<0,391.0,1205.0,21.0,0.7
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,3309,16691,5365,14635,0.1837413115744938,0.496551724137931,0.0415442432524769,0.1596069738182254,all,608.0,2664.0,21.0,0.8
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,1489,8295,2390,7394,0.2048354600402955,0.5046025104602511,0.0412496618880173,0.1453887884267631,fn<0_inferred,305.0,1206.0,21.0,0.8
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,1672,8340,2663,7349,0.1788277511961722,0.4844160720991363,0.0406858075928697,0.1546762589928057,fn>=0,299.0,1290.0,21.0,0.8
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,1820,8396,2975,7241,0.1664835164835164,0.4900840336134454,0.0418450490263775,0.1736541210100047,fn>=0_inferred,303.0,1458.0,21.0,0.8
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,1637,8351,2702,7286,0.1887599266951741,0.5085122131754256,0.0424101015646445,0.1645311938689977,fn<0,309.0,1374.0,21.0,0.8
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,1692,8347,2703,7336,0.1979905437352246,0.4979652238253792,0.0456652126499454,0.1612555409129028,fn>=0,335.0,1346.0,21.0,0.9
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,1580,8386,2743,7223,0.1886075949367088,0.5326285089318264,0.0412570953897272,0.1742189363224421,fn>=0_inferred,298.0,1461.0,21.0,0.9
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,1717,8317,2614,7420,0.1834595224228305,0.4636572302983933,0.0424528301886792,0.1457256222195503,fn<0_inferred,315.0,1212.0,21.0,0.9
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,3297,16703,5357,14643,0.1859265999393388,0.4989733059548255,0.0418630062145735,0.1600311321319523,all,613.0,2673.0,21.0,0.9
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,1605,8356,2654,7307,0.173208722741433,0.5,0.0380457095935404,0.1588080421254188,fn<0,278.0,1327.0,21.0,0.9
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,1497,8514,2609,7402,0.1549766199064796,0.5151399003449597,0.0313428803026209,0.1578576462297392,fn>=0,232.0,1344.0,21.0,1.0
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,1532,8457,2666,7323,0.1657963446475195,0.5206301575393848,0.0346852382903181,0.1641243939931417,fn<0,254.0,1388.0,21.0,1.0
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,1117,8089,1951,7255,0.2148612354521038,0.5504869297796002,0.0330806340454858,0.1327729014711336,fn>=0_inferred,240.0,1074.0,21.0,1.0
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,1912,8882,3324,7470,0.1286610878661087,0.4987966305655836,0.0329317269076305,0.1866696689934699,fn<0_inferred,246.0,1658.0,21.0,1.0
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,3029,16971,5275,14725,0.1604489930670188,0.517914691943128,0.0330050933786078,0.1609804961404749,all,486.0,2732.0,21.0,1.0
22-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/22-r_fun-0.000000-notes/run_0,2263,7646,2576,7333,0.3380468404772426,0.4184782608695652,0.1043229237692622,0.1409887522887784,fn<0,765.0,1078.0,22.0,0.0
22-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/22-r_fun-0.000000-notes/run_0,2294,7861,3008,7147,0.3138622493461203,0.4767287234042553,0.1007415698894641,0.1824195394987915,fn<0_inferred,720.0,1434.0,22.0,0.0
22-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/22-r_fun-0.000000-notes/run_0,2243,7848,2695,7396,0.3031654034774855,0.4200371057513914,0.0919415900486749,0.1442405708460754,fn>=0,680.0,1132.0,22.0,0.0
22-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/22-r_fun-0.000000-notes/run_0,4506,15494,5271,14729,0.3206835330670217,0.4192752798330487,0.0981057777174282,0.1426358590422098,all,1445.0,2210.0,22.0,0.0
22-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/22-r_fun-0.000000-notes/run_0,2212,7633,2263,7582,0.327757685352622,0.342907644719399,0.0956212081245054,0.1016638281147648,fn>=0_inferred,725.0,776.0,22.0,0.0
