params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,var_iu
21-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.400000-notes/run_0,3292,16708,5213,14787,0.2624544349939247,0.5342413197774794,0.0584297017650639,0.1666866171893703,all,864.0,2785.0,21.0,0.4
21-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.400000-notes/run_0,1829,8166,2610,7385,0.2875888463641334,0.5007662835249043,0.0712254570074475,0.1600538819495469,fn<0,526.0,1307.0,21.0,0.4
21-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.400000-notes/run_0,2698,8870,4629,6939,0.1916234247590808,0.5288399222294232,0.0745064130278138,0.2759864712514092,fn<0_inferred,517.0,2448.0,21.0,0.4
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,225,13245,1310,12160,0.3066666666666666,0.8809160305343512,0.0056743421052631,0.0871272178180445,fn>=0_inferred,69.0,1154.0,21.0,0.5
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,2586,17414,5198,14802,0.2768754833720031,0.6402462485571374,0.0483718416430212,0.1911106006661307,all,716.0,3328.0,21.0,0.5
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,1219,8621,2577,7263,0.2600492206726825,0.6499805975941017,0.043645876359631,0.1942930054518037,fn<0,317.0,1675.0,21.0,0.5
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,1367,8793,2621,7539,0.2918800292611558,0.6306753147653568,0.0529247910863509,0.1879904469464346,fn>=0,399.0,1653.0,21.0,0.5
21-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.500000-notes/run_0,2361,4169,3888,2642,0.2740364252435409,0.559156378600823,0.244890234670704,0.5214679779323579,fn<0_inferred,647.0,2174.0,21.0,0.5
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,25,12527,777,11775,0.48,0.9832689832689832,0.0010191082802547,0.0609882653468508,fn>=0_inferred,12.0,764.0,21.0,0.6
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,1705,18295,5262,14738,0.2475073313782991,0.7561763587989357,0.0286334645135025,0.2174911177917463,all,422.0,3979.0,21.0,0.6
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,1680,5768,4485,2963,0.244047619047619,0.7168338907469343,0.1383732703341208,0.5573855755894591,fn<0_inferred,410.0,3215.0,21.0,0.6
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,869,9095,2656,7308,0.2474108170310702,0.7537650602409639,0.0294198139025725,0.2201209455744914,fn>=0,215.0,2002.0,21.0,0.6
21-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.600000-notes/run_0,836,9200,2606,7430,0.2476076555023923,0.7586339217191097,0.0278600269179004,0.214891304347826,fn<0,207.0,1977.0,21.0,0.6
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,1955,2843,3090,1708,0.2542199488491048,0.5281553398058253,0.290983606557377,0.5740415054519873,fn>=0_inferred,497.0,1632.0,21.0,0.7
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,1146,8860,2590,7416,0.2713787085514834,0.6776061776061776,0.0419363538295577,0.1980812641083521,fn<0,311.0,1755.0,21.0,0.7
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,1019,8975,2546,7448,0.2463199214916585,0.6983503534956795,0.0337003222341568,0.1981058495821727,fn>=0,251.0,1778.0,21.0,0.7
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,210,14992,2046,13156,0.3095238095238095,0.929130009775171,0.0049407114624505,0.1268009605122732,fn<0_inferred,65.0,1901.0,21.0,0.7
21-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.700000-notes/run_0,2165,17835,5136,14864,0.2595842956120092,0.6878894080996885,0.0378094725511302,0.1980936361087748,all,562.0,3533.0,21.0,0.7
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,0,10239,84,10155,0.0,1.0,0.0,0.0082039261646645,fn>=0_inferred,0.0,84.0,21.0,0.8
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,411,9541,2589,7363,0.3065693430656934,0.8899188876013905,0.0171125899769115,0.2414841211613038,fn>=0,126.0,2304.0,21.0,0.8
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,361,9687,2636,7412,0.2437673130193905,0.8964339908952959,0.0118726389638424,0.2439351708475276,fn<0,88.0,2363.0,21.0,0.8
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,772,19228,5225,14775,0.2772020725388601,0.8932057416267942,0.0144839255499153,0.2427189515290201,all,214.0,4667.0,21.0,0.8
21-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.800000-notes/run_0,772,8989,5141,4620,0.2772020725388601,0.8914608052907994,0.0463203463203463,0.5098453665591278,fn<0_inferred,214.0,4583.0,21.0,0.8
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,1467,18532,5182,14817,0.2760736196319018,0.7950598224623697,0.0273334683134237,0.2223181523850636,all,405.0,4120.0,21.0,0.9
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,720,9365,2611,7474,0.2861111111111111,0.8031405591727308,0.0275622156810275,0.2239188467698878,fn<0,206.0,2097.0,21.0,0.9
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,747,9167,2571,7343,0.2663989290495314,0.7868533644496305,0.0271006400653683,0.2206828842587542,fn>=0,199.0,2023.0,21.0,0.9
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,1465,4997,4284,2178,0.2764505119453925,0.7525676937441643,0.1859504132231405,0.6451871122673604,fn<0_inferred,405.0,3224.0,21.0,0.9
21-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-0.900000-notes/run_0,2,13535,898,12639,0.0,0.9977728285077953,0.0,0.0661987439970447,fn>=0_inferred,0.0,896.0,21.0,0.9
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,546,9381,2548,7379,0.2673992673992674,0.8430141287284144,0.019785878845372,0.228973456987528,fn>=0,146.0,2148.0,21.0,1.0
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,493,9580,2614,7459,0.2312373225152129,0.8550114766641163,0.0152835500737364,0.2332985386221294,fn<0,114.0,2235.0,21.0,1.0
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,1039,18961,5162,14838,0.2502406159769009,0.8490895001937233,0.017522577166734,0.2311586941617003,all,260.0,4383.0,21.0,1.0
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,1038,6971,4948,3061,0.2504816955684008,0.8427647534357317,0.0849395622345638,0.598192511834744,fn<0_inferred,260.0,4170.0,21.0,1.0
21-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/21-r_fun-1.000000-notes/run_0,1,11990,214,11777,0.0,0.9953271028037384,0.0,0.0177648040033361,fn>=0_inferred,0.0,213.0,21.0,1.0
22-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.100000-notes/run_0,4889,15111,5238,14762,0.3696052362446308,0.4116074837724322,0.1224088876845955,0.1426775196876447,all,1807.0,2156.0,22.0,0.1
22-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.100000-notes/run_0,3006,7633,3380,7259,0.3203592814371258,0.3955621301775148,0.1326629012260642,0.1751604873575265,fn<0_inferred,963.0,1337.0,22.0,0.1
22-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.100000-notes/run_0,2534,7611,2680,7465,0.3741120757695343,0.4082089552238806,0.1269926322839919,0.1437393246616738,fn>=0,948.0,1094.0,22.0,0.1
22-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.100000-notes/run_0,1883,7478,1858,7503,0.4482209240573553,0.4407965554359526,0.112488337998134,0.1095212623696175,fn>=0_inferred,844.0,819.0,22.0,0.1
22-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.100000-notes/run_0,2355,7500,2558,7297,0.3647558386411889,0.4151681000781861,0.1177196107989584,0.1416,fn<0,859.0,1062.0,22.0,0.1
22-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.200000-notes/run_0,4350,15650,5365,14635,0.3160919540229885,0.445479962721342,0.0939528527502562,0.1527156549520766,all,1375.0,2390.0,22.0,0.2
22-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.200000-notes/run_0,1111,7342,1013,7440,0.4923492349234923,0.4432379072063179,0.073521505376344,0.0611549986379733,fn>=0_inferred,547.0,449.0,22.0,0.2
22-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.200000-notes/run_0,3239,8308,4352,7195,0.255634455078728,0.4460018382352941,0.115079916608756,0.2336302359171882,fn<0_inferred,828.0,1941.0,22.0,0.2
22-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.200000-notes/run_0,2115,7821,2684,7252,0.3059101654846335,0.4530551415797317,0.0892167677881963,0.1554788390231428,fn>=0,647.0,1216.0,22.0,0.2
22-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.200000-notes/run_0,2235,7829,2681,7383,0.3257270693512304,0.4378963073480045,0.0986049031558986,0.1499552944181887,fn<0,728.0,1174.0,22.0,0.2
22-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.300000-notes/run_0,3878,16122,5296,14704,0.2627643115007736,0.4601586102719033,0.0693008705114254,0.1511599057188934,all,1019.0,2437.0,22.0,0.3
22-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.300000-notes/run_0,1990,7945,2656,7279,0.2854271356783919,0.4646084337349397,0.0780326967990108,0.1553178099433606,fn>=0,568.0,1234.0,22.0,0.3
22-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.300000-notes/run_0,2832,8649,4244,7237,0.1942090395480226,0.4622997172478794,0.0759983418543595,0.2268470343392299,fn<0_inferred,550.0,1962.0,22.0,0.3
22-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.300000-notes/run_0,1888,8177,2640,7425,0.2388771186440678,0.4556818181818182,0.0607407407407407,0.1471199706493824,fn<0,451.0,1203.0,22.0,0.3
22-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.300000-notes/run_0,1046,7473,1052,7467,0.4483747609942639,0.4515209125475285,0.0628096959957144,0.0635621570988893,fn>=0_inferred,469.0,475.0,22.0,0.3
22-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.400000-notes/run_0,1733,8260,2605,7388,0.2498557414887478,0.5009596928982726,0.0586085544125609,0.1579903147699758,fn<0,433.0,1305.0,22.0,0.4
22-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.400000-notes/run_0,933,8848,1248,8533,0.367631296891747,0.5272435897435898,0.0401968826907301,0.0743670886075949,fn<0_inferred,343.0,658.0,22.0,0.4
22-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.400000-notes/run_0,3416,16584,5158,14842,0.2546838407494145,0.5063978286157426,0.0586174370030993,0.157501205981669,all,870.0,2612.0,22.0,0.4
22-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.400000-notes/run_0,2483,7736,3910,6309,0.2122432541280708,0.4997442455242967,0.0835314629893802,0.2525853154084798,fn>=0_inferred,527.0,1954.0,22.0,0.4
22-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.400000-notes/run_0,1683,8324,2553,7454,0.2596553773024361,0.5119467293380336,0.0586262409444593,0.1570158577606919,fn>=0,437.0,1307.0,22.0,0.4
22-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.500000-notes/run_0,2623,17377,5231,14769,0.2523827678231033,0.6251194800229402,0.0448236170356828,0.1881797778672958,all,662.0,3270.0,22.0,0.5
22-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.500000-notes/run_0,1281,8761,2660,7382,0.2443403590944574,0.6360902255639098,0.0424004334868599,0.1931286382833009,fn<0,313.0,1692.0,22.0,0.5
22-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.500000-notes/run_0,1342,8616,2571,7387,0.2600596125186289,0.6137689614935823,0.0472451604169486,0.1831476323119777,fn>=0,349.0,1578.0,22.0,0.5
22-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.500000-notes/run_0,2396,4511,4302,2605,0.2508347245409015,0.5827522082752208,0.2307101727447217,0.5557526047439592,fn<0_inferred,601.0,2507.0,22.0,0.5
22-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.500000-notes/run_0,227,12866,929,12164,0.2687224669603524,0.8213132400430571,0.0050147977638934,0.05930359085963,fn>=0_inferred,61.0,763.0,22.0,0.5
22-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.600000-notes/run_0,123,13895,1499,12519,0.3008130081300813,0.942628418945964,0.0029555076284048,0.1016912558474271,fn<0_inferred,37.0,1413.0,22.0,0.6
22-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.600000-notes/run_0,1112,8916,2608,7420,0.2526978417266187,0.6813650306748467,0.0378706199460916,0.199304620906236,fn<0,281.0,1777.0,22.0,0.6
22-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.600000-notes/run_0,2250,17750,5182,14818,0.2653333333333333,0.6810111925897336,0.0402888378998515,0.1988169014084507,all,597.0,3529.0,22.0,0.6
22-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.600000-notes/run_0,1138,8834,2574,7398,0.2776801405975395,0.6806526806526807,0.0427142470938091,0.1983246547430382,fn>=0,316.0,1752.0,22.0,0.6
22-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.600000-notes/run_0,2127,3855,3683,2299,0.2632816173013634,0.5745316318218844,0.2435841670291431,0.5488975356679637,fn>=0_inferred,560.0,2116.0,22.0,0.6
22-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.700000-notes/run_0,821,9164,2598,7387,0.2643118148599269,0.7675134719014627,0.0293759306890483,0.2175905718027062,fn<0,217.0,1994.0,22.0,0.7
22-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.700000-notes/run_0,1721,18279,5170,14830,0.2858803021499128,0.7622823984526113,0.0331759946055293,0.215602604081186,all,492.0,3941.0,22.0,0.7
22-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.700000-notes/run_0,1690,4932,4153,2469,0.2828402366863905,0.7081627738983867,0.1936006480356419,0.5963098134630981,fn<0_inferred,478.0,2941.0,22.0,0.7
22-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.700000-notes/run_0,900,9115,2572,7443,0.3055555555555556,0.7569984447900466,0.0369474674190514,0.2136039495337356,fn>=0,275.0,1947.0,22.0,0.7
22-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.700000-notes/run_0,31,13347,1017,12361,0.4516129032258064,0.983284169124877,0.0011325944502871,0.0749232037161909,fn>=0_inferred,14.0,1000.0,22.0,0.7
22-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.800000-notes/run_0,1108,7231,4980,3359,0.2842960288808664,0.8407630522088353,0.0937779100922893,0.5790347116581386,fn<0_inferred,315.0,4187.0,22.0,0.8
22-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.800000-notes/run_0,553,9537,2708,7382,0.2658227848101265,0.8500738552437223,0.019913302628014,0.2413756946628918,fn>=0,147.0,2302.0,22.0,0.8
22-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.800000-notes/run_0,0,11661,283,11378,0.0,1.0,0.0,0.0242689306234456,fn>=0_inferred,0.0,283.0,22.0,0.8
22-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.800000-notes/run_0,555,9355,2555,7355,0.3027027027027027,0.8485322896281801,0.0228416043507817,0.2317477284874398,fn<0,168.0,2168.0,22.0,0.8
22-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.800000-notes/run_0,1108,18892,5263,14737,0.2842960288808664,0.8493254797643929,0.0213747709845965,0.2366080880796104,all,315.0,4470.0,22.0,0.8
22-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.900000-notes/run_0,16,14572,1652,12936,0.6875,0.9969733656174334,0.0008503401360544,0.113024979412572,fn<0_inferred,11.0,1647.0,22.0,0.9
22-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.900000-notes/run_0,793,9286,2664,7415,0.2673392181588903,0.7819069069069069,0.0285906945380984,0.2243161748869265,fn>=0,212.0,2083.0,22.0,0.9
22-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.900000-notes/run_0,1457,18543,5291,14709,0.2635552505147563,0.7972027972027972,0.0261064654293289,0.2274712829639217,all,384.0,4218.0,22.0,0.9
22-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.900000-notes/run_0,664,9257,2627,7294,0.2590361445783132,0.8127141225732775,0.0235810255004112,0.2306362752511613,fn<0,172.0,2135.0,22.0,0.9
22-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-0.900000-notes/run_0,1441,3971,3639,1773,0.2588480222068008,0.7065127782357791,0.2103778905809362,0.6474439687736087,fn>=0_inferred,373.0,2571.0,22.0,0.9
22-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-1.000000-notes/run_0,1201,18799,5122,14878,0.2947543713572023,0.8346349082389691,0.0237935206344938,0.2274057130698441,all,354.0,4275.0,22.0,1.0
22-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-1.000000-notes/run_0,1200,4548,3956,1792,0.2941666666666667,0.7858948432760364,0.1969866071428571,0.6835971855760774,fn>=0_inferred,353.0,3109.0,22.0,1.0
22-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-1.000000-notes/run_0,663,9300,2560,7403,0.3167420814479638,0.823046875,0.028366878292584,0.2265591397849462,fn<0,210.0,2107.0,22.0,1.0
22-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-1.000000-notes/run_0,538,9499,2562,7475,0.2676579925650557,0.8462138953942233,0.0192642140468227,0.228234551005369,fn>=0,144.0,2168.0,22.0,1.0
22-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/22-r_fun-1.000000-notes/run_0,1,14251,1166,13086,1.0,1.0,7.641754546843955e-05,0.0818188197319486,fn<0_inferred,1.0,1166.0,22.0,1.0
23-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/23-r_fun-0.100000-notes/run_0,2575,7454,2629,7400,0.4,0.4123240775960441,0.1391891891891891,0.1454252750201234,fn>=0,1030.0,1084.0,23.0,0.1
23-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/23-r_fun-0.100000-notes/run_0,3499,8059,4007,7551,0.3172334952843669,0.4037933616171699,0.147000397298371,0.2007693262191338,fn<0_inferred,1110.0,1618.0,23.0,0.1
23-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/23-r_fun-0.100000-notes/run_0,1513,6929,1311,7131,0.5294117647058824,0.4569031273836766,0.1123264619267984,0.0864482609323134,fn>=0_inferred,801.0,599.0,23.0,0.1
23-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/23-r_fun-0.100000-notes/run_0,2437,7534,2689,7282,0.3615100533442758,0.4213462253625883,0.1209832463608898,0.1503849216883461,fn<0,881.0,1133.0,23.0,0.1
23-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/23-r_fun-0.100000-notes/run_0,5012,14988,5318,14682,0.3812849162011173,0.4168860473862354,0.1301593788312219,0.1479183346677341,all,1911.0,2217.0,23.0,0.1
23-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/23-r_fun-0.200000-notes/run_0,1724,7498,2127,7095,0.3787703016241299,0.4964739069111424,0.0920366455250176,0.1408375566817818,fn>=0_inferred,653.0,1056.0,23.0,0.2
23-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/23-r_fun-0.200000-notes/run_0,4361,15639,5219,14781,0.3171290988305434,0.4293926039471163,0.0935660645423178,0.1432956071360061,all,1383.0,2241.0,23.0,0.2
23-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/23-r_fun-0.200000-notes/run_0,2144,7805,2581,7368,0.3176305970149253,0.4331654397520341,0.0924267100977198,0.1432415118513773,fn>=0,681.0,1118.0,23.0,0.2
