params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,var_iu
16-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.300000-notes/run_0,1898,8044,2561,7381,0.2934668071654373,0.4763764154627098,0.0754640292643273,0.1516658378915962,fn>=0,557.0,1220.0,16.0,0.3
16-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.300000-notes/run_0,1132,7039,1571,6600,0.4019434628975265,0.5690642902609803,0.0689393939393939,0.1270066770848132,fn>=0_inferred,455.0,894.0,16.0,0.3
16-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.300000-notes/run_0,2497,9332,3654,8175,0.2186623948738486,0.4660645867542419,0.066788990825688,0.1824903557651093,fn<0_inferred,546.0,1703.0,16.0,0.3
16-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.400000-notes/run_0,2288,8321,3546,7063,0.2124125874125874,0.4918217710095883,0.0688092878380291,0.2095901934863598,fn>=0_inferred,486.0,1744.0,16.0,0.4
16-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.400000-notes/run_0,3020,16980,5192,14808,0.2552980132450331,0.5668335901386748,0.0520664505672609,0.173321554770318,all,771.0,2943.0,16.0,0.4
16-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.400000-notes/run_0,1523,8400,2570,7353,0.2573867367038739,0.5599221789883269,0.0533115735074119,0.1713095238095238,fn<0,392.0,1439.0,16.0,0.4
16-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.400000-notes/run_0,732,8659,1646,7745,0.3893442622950819,0.7284325637910085,0.0367979341510652,0.1384686453401085,fn<0_inferred,285.0,1199.0,16.0,0.4
16-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.400000-notes/run_0,1497,8580,2622,7455,0.2531730126920508,0.5736079328756675,0.0508383635144198,0.1752913752913752,fn>=0,379.0,1504.0,16.0,0.4
16-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.500000-notes/run_0,23,12162,564,11621,0.217391304347826,0.9680851063829788,0.0004302555718096,0.0448939319190922,fn>=0_inferred,5.0,546.0,16.0,0.5
16-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.500000-notes/run_0,1814,6001,4610,3205,0.272877618522602,0.713882863340564,0.1544461778471139,0.5484085985669055,fn<0_inferred,495.0,3291.0,16.0,0.5
16-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.500000-notes/run_0,1837,18163,5174,14826,0.2721829069134458,0.7415925782759953,0.0337245379738297,0.2112536475251885,all,500.0,3837.0,16.0,0.5
16-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.500000-notes/run_0,871,9008,2556,7323,0.2445464982778415,0.7425665101721439,0.0290864399836132,0.2107015985790408,fn>=0,213.0,1898.0,16.0,0.5
16-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.500000-notes/run_0,966,9155,2618,7503,0.2971014492753623,0.7406417112299465,0.0382513661202185,0.2117968323320589,fn<0,287.0,1939.0,16.0,0.5
16-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.600000-notes/run_0,967,19033,5150,14850,0.2750775594622544,0.8638834951456311,0.0179124579124579,0.2337519045867703,all,266.0,4449.0,16.0,0.6
16-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.600000-notes/run_0,10,10515,138,10387,1.0,1.0,0.0009627418888995,0.0131241084165477,fn>=0_inferred,10.0,138.0,16.0,0.6
16-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.600000-notes/run_0,957,8518,5012,4463,0.2675026123301985,0.8601356743814844,0.0573605198297109,0.5061047194177037,fn<0_inferred,256.0,4311.0,16.0,0.6
16-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.600000-notes/run_0,466,9485,2597,7354,0.2360515021459227,0.8629187524066231,0.0149578460701658,0.236267791249341,fn>=0,110.0,2241.0,16.0,0.6
16-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.600000-notes/run_0,501,9548,2553,7496,0.311377245508982,0.8648648648648649,0.0208110992529349,0.2312526183493925,fn<0,156.0,2208.0,16.0,0.6
16-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.700000-notes/run_0,757,8039,5121,3675,0.2879788639365918,0.894747119703183,0.0593197278911564,0.569971389476303,fn<0_inferred,218.0,4582.0,16.0,0.7
16-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.700000-notes/run_0,374,9581,2595,7360,0.2887700534759358,0.897495183044316,0.0146739130434782,0.2430852729360192,fn>=0,108.0,2329.0,16.0,0.7
16-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.700000-notes/run_0,757,19243,5215,14785,0.2879788639365918,0.8966442953020134,0.0147446736557321,0.242997453619498,all,218.0,4676.0,16.0,0.7
16-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.700000-notes/run_0,0,11204,94,11110,0.0,1.0,0.0,0.0083898607640128,fn>=0_inferred,0.0,94.0,16.0,0.7
16-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.700000-notes/run_0,383,9662,2620,7425,0.2872062663185378,0.8958015267175573,0.0148148148148148,0.2429103705237011,fn<0,110.0,2347.0,16.0,0.7
16-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.800000-notes/run_0,320,9638,2594,7364,0.309375,0.9148033924441018,0.0134437805540467,0.2462129072421664,fn<0,99.0,2373.0,16.0,0.8
16-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.800000-notes/run_0,677,7890,4939,3628,0.2983751846381093,0.9038266855638794,0.0556780595369349,0.5657794676806084,fn<0_inferred,202.0,4464.0,16.0,0.8
16-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.800000-notes/run_0,677,19323,5199,14801,0.2983751846381093,0.9086362762069627,0.0136477265049658,0.2444754955234694,all,202.0,4724.0,16.0,0.8
16-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.800000-notes/run_0,357,9685,2605,7437,0.2885154061624649,0.9024952015355088,0.0138496705660884,0.2427465152297367,fn>=0,103.0,2351.0,16.0,0.8
16-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.800000-notes/run_0,0,11433,260,11173,0.0,1.0,0.0,0.0227411877897314,fn>=0_inferred,0.0,260.0,16.0,0.8
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.900000-notes/run_0,84,9798,2571,7311,0.2976190476190476,0.9770517308440296,0.0034195048556968,0.2563788528271076,fn<0,25.0,2512.0,16.0,0.9
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.900000-notes/run_0,94,10024,2624,7494,0.2872340425531915,0.9744664634146342,0.0036028823058446,0.2550877893056664,fn>=0,27.0,2557.0,16.0,0.9
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.900000-notes/run_0,178,12487,5169,7496,0.2921348314606741,0.975623911781776,0.0069370330843116,0.4038600144149916,fn<0_inferred,52.0,5043.0,16.0,0.9
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.900000-notes/run_0,0,7335,26,7309,0.0,1.0,0.0,0.0035446489434219,fn>=0_inferred,0.0,26.0,16.0,0.9
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-0.900000-notes/run_0,178,19822,5195,14805,0.2921348314606741,0.9757459095283928,0.0035123269165822,0.255725961053375,all,52.0,5069.0,16.0,0.9
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-1.000000-notes/run_0,76,9869,2569,7376,0.3421052631578947,0.9805371739976644,0.003524945770065,0.2552436923700476,fn>=0,26.0,2519.0,16.0,1.0
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-1.000000-notes/run_0,126,19874,5206,14794,0.3174603174603174,0.9834805993084902,0.0027037988373665,0.2576230250578645,all,40.0,5120.0,16.0,1.0
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-1.000000-notes/run_0,0,8898,84,8814,0.0,1.0,0.0,0.00944032366824,fn>=0_inferred,0.0,84.0,16.0,1.0
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-1.000000-notes/run_0,50,10005,2637,7418,0.28,0.9863481228668942,0.0018873011593421,0.2599700149925038,fn<0,14.0,2601.0,16.0,1.0
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/16-r_fun-1.000000-notes/run_0,126,10976,5122,5980,0.3174603174603174,0.983209683717298,0.0066889632107023,0.4588192419825073,fn<0_inferred,40.0,5036.0,16.0,1.0
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,2423,7510,2639,7294,0.379694593479158,0.4304660856384994,0.1261310666301069,0.1512649800266311,fn<0,920.0,1136.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,4804,15196,5235,14765,0.3763530391340549,0.4276981852913085,0.1224517439891635,0.1473414056330613,all,1808.0,2239.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,2381,7686,2596,7471,0.372952540949181,0.424884437596302,0.1188595904162762,0.1435076762945615,fn>=0,888.0,1103.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,1124,7110,1197,7037,0.6147686832740213,0.6382623224728488,0.0981952536592297,0.1074542897327707,fn>=0_inferred,691.0,764.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,3680,8086,4038,7728,0.3035326086956522,0.3652798415056958,0.1445393374741201,0.1824140489735345,fn<0_inferred,1117.0,1475.0,17.0,0.1
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.200000-notes/run_0,4363,15637,5242,14758,0.3183589273435709,0.4326592903471957,0.094118444233636,0.145040608812432,all,1389.0,2268.0,17.0,0.2
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.200000-notes/run_0,976,7246,993,7229,0.5635245901639344,0.5709969788519638,0.0760824457048001,0.0782500690035881,fn>=0_inferred,550.0,567.0,17.0,0.2
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.200000-notes/run_0,3387,8391,4249,7529,0.2477118393858872,0.400329489291598,0.1114357816443086,0.2027171969967822,fn<0_inferred,839.0,1701.0,17.0,0.2
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.200000-notes/run_0,2210,7818,2605,7423,0.3343891402714932,0.4353166986564299,0.0995554358076249,0.1450498848810437,fn>=0,739.0,1134.0,17.0,0.2
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.200000-notes/run_0,2153,7819,2637,7335,0.3019043195541105,0.4300341296928328,0.0886162235855487,0.1450313339301701,fn<0,650.0,1134.0,17.0,0.2
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.300000-notes/run_0,1960,8106,2559,7507,0.2989795918367346,0.4630715123094959,0.0780604768882376,0.1461880088823094,fn>=0,586.0,1185.0,17.0,0.3
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.300000-notes/run_0,3756,16244,5158,14842,0.2728966986155484,0.470531213648701,0.0690607734806629,0.1494090125584831,all,1025.0,2427.0,17.0,0.3
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.300000-notes/run_0,2125,8380,2802,7703,0.292235294117647,0.4632405424696645,0.0806179410619239,0.1548926014319809,fn>=0_inferred,621.0,1298.0,17.0,0.3
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.300000-notes/run_0,1796,8138,2599,7335,0.2444320712694877,0.4778761061946903,0.0598500340831629,0.1526173507004178,fn<0,439.0,1242.0,17.0,0.3
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.300000-notes/run_0,1631,7864,2356,7139,0.2477007970570202,0.4792020373514431,0.0565905589018069,0.1435656154628687,fn<0_inferred,404.0,1129.0,17.0,0.3
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.400000-notes/run_0,1606,8416,2633,7389,0.2702366127023661,0.5548803646031143,0.0587359588577615,0.1735979087452471,fn<0,434.0,1461.0,17.0,0.4
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.400000-notes/run_0,3046,16954,5225,14775,0.2613263296126067,0.569377990430622,0.0538747884940778,0.1754748142031379,all,796.0,2975.0,17.0,0.4
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.400000-notes/run_0,2325,6418,3326,5417,0.2270967741935484,0.4597113650030066,0.097470924866162,0.2382362106575257,fn>=0_inferred,528.0,1529.0,17.0,0.4
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.400000-notes/run_0,1440,8538,2592,7386,0.2513888888888889,0.5841049382716049,0.0490116436501489,0.1773249004450691,fn>=0,362.0,1514.0,17.0,0.4
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.400000-notes/run_0,721,10536,1899,9358,0.3717059639389736,0.7614533965244866,0.0286385979910237,0.1372437357630979,fn<0_inferred,268.0,1446.0,17.0,0.4
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.500000-notes/run_0,1468,18532,5164,14836,0.2513623978201635,0.7871804802478699,0.024871933135616,0.2193503129721562,all,369.0,4065.0,17.0,0.5
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.500000-notes/run_0,4,11185,137,11052,0.5,0.9854014598540146,0.0001809627216793,0.0120697362539114,fn>=0_inferred,2.0,135.0,17.0,0.5
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.500000-notes/run_0,713,9287,2555,7445,0.273492286115007,0.7972602739726027,0.0261920752182672,0.2193388607731237,fn<0,195.0,2037.0,17.0,0.5
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.500000-notes/run_0,1464,7347,5027,3784,0.2506830601092896,0.7817783966580466,0.0969873150105708,0.5349122090649244,fn<0_inferred,367.0,3930.0,17.0,0.5
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.500000-notes/run_0,755,9245,2609,7391,0.2304635761589404,0.7773093139133768,0.0235421458530645,0.2193618171984856,fn>=0,174.0,2028.0,17.0,0.5
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.600000-notes/run_0,521,9454,2625,7350,0.2514395393474088,0.8514285714285714,0.0178231292517006,0.2364078696847895,fn>=0,131.0,2235.0,17.0,0.6
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.600000-notes/run_0,0,11272,160,11112,0.0,1.0,0.0,0.0141944641589779,fn>=0_inferred,0.0,160.0,17.0,0.6
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.600000-notes/run_0,970,7758,5087,3641,0.2793814432989691,0.8625909180263417,0.0744301016204339,0.5656096932199021,fn<0_inferred,271.0,4388.0,17.0,0.6
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.600000-notes/run_0,449,9576,2622,7403,0.311804008908686,0.8821510297482837,0.018911252195056,0.2415413533834586,fn<0,140.0,2313.0,17.0,0.6
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.600000-notes/run_0,970,19030,5247,14753,0.2793814432989691,0.866781017724414,0.0183691452585914,0.2389910667367314,all,271.0,4548.0,17.0,0.6
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.700000-notes/run_0,0,8107,1,8106,0.0,1.0,0.0,0.0001233501911927,fn>=0_inferred,0.0,1.0,17.0,0.7
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.700000-notes/run_0,411,11482,5136,6757,0.2895377128953771,0.9431464174454828,0.0176113659908243,0.4218777216512803,fn<0_inferred,119.0,4844.0,17.0,0.7
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.700000-notes/run_0,233,9887,2601,7519,0.2918454935622318,0.936562860438293,0.0090437558185928,0.2463841407909376,fn>=0,68.0,2436.0,17.0,0.7
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.700000-notes/run_0,178,9702,2536,7344,0.2865168539325842,0.9499211356466876,0.0069444444444444,0.2482993197278911,fn<0,51.0,2409.0,17.0,0.7
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.700000-notes/run_0,411,19589,5137,14863,0.2895377128953771,0.9431574849133736,0.0080064589921281,0.2473326867119301,all,119.0,4845.0,17.0,0.7
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.800000-notes/run_0,121,9885,2571,7435,0.2727272727272727,0.9657720731232984,0.0044384667114996,0.251188669701568,fn<0,33.0,2483.0,17.0,0.8
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.800000-notes/run_0,0,7766,1,7765,0.0,1.0,0.0,0.0001287664177182,fn>=0_inferred,0.0,1.0,17.0,0.8
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.800000-notes/run_0,128,9866,2502,7492,0.3671875,0.9676258992805756,0.0062733582487987,0.2453882019055341,fn>=0,47.0,2421.0,17.0,0.8
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.800000-notes/run_0,249,11985,5072,7162,0.321285140562249,0.966679810725552,0.0111700642278693,0.4090947017104714,fn<0_inferred,80.0,4903.0,17.0,0.8
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.800000-notes/run_0,249,19751,5073,14927,0.321285140562249,0.9666863788685196,0.0053594158236752,0.2482912257607209,all,80.0,4904.0,17.0,0.8
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.900000-notes/run_0,86,9859,2623,7322,0.3488372093023256,0.9786504003049944,0.0040972411909314,0.260371234405112,fn>=0,30.0,2567.0,17.0,0.9
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.900000-notes/run_0,0,7772,11,7761,0.0,1.0,0.0,0.0014153371075656,fn>=0_inferred,0.0,11.0,17.0,0.9
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.900000-notes/run_0,184,19816,5164,14836,0.3152173913043478,0.9756003098373354,0.0039094095443515,0.2542389987888575,all,58.0,5038.0,17.0,0.9
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.900000-notes/run_0,98,9957,2541,7514,0.2857142857142857,0.9724517906336088,0.0037263774287995,0.2481671186100231,fn<0,28.0,2471.0,17.0,0.9
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-0.900000-notes/run_0,184,12044,5153,7075,0.3152173913043478,0.9755482243353386,0.0081978798586572,0.4173862504151445,fn<0_inferred,58.0,5027.0,17.0,0.9
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-1.000000-notes/run_0,153,19847,5149,14851,0.2941176470588235,0.9790250534084288,0.0030300989832334,0.2539930468080818,all,45.0,5041.0,17.0,1.0
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-1.000000-notes/run_0,74,10151,2583,7642,0.3243243243243243,0.9806426635694928,0.0031405391258832,0.2495320658063245,fn<0,24.0,2533.0,17.0,1.0
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-1.000000-notes/run_0,79,9696,2566,7209,0.2658227848101265,0.9773967264224472,0.0029130253849354,0.2586633663366336,fn>=0,21.0,2508.0,17.0,1.0
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-1.000000-notes/run_0,153,12674,5148,7679,0.2941176470588235,0.9790209790209792,0.0058601380388071,0.3976645100205144,fn<0_inferred,45.0,5040.0,17.0,1.0
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/17-r_fun-1.000000-notes/run_0,0,7173,1,7172,0.0,1.0,0.0,0.000139411682699,fn>=0_inferred,0.0,1.0,17.0,1.0
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/18-r_fun-0.100000-notes/run_0,4901,15099,5188,14812,0.3876759844929606,0.4215497301464919,0.1282743721307048,0.1448440294059209,all,1900.0,2187.0,18.0,0.1
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/18-r_fun-0.100000-notes/run_0,1757,7172,1546,7383,0.4741035856573705,0.4023285899094437,0.1128267641879994,0.0867261572783045,fn>=0_inferred,833.0,622.0,18.0,0.1
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/18-r_fun-0.100000-notes/run_0,2495,7453,2598,7350,0.3899799599198397,0.4141647421093148,0.1323809523809523,0.1443713940695022,fn<0,973.0,1076.0,18.0,0.1
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/18-r_fun-0.100000-notes/run_0,2406,7646,2590,7462,0.385286783042394,0.428957528957529,0.1242294291074778,0.1453047345017002,fn>=0,927.0,1111.0,18.0,0.1
