params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,dhom
16-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-0.800000-notes/run_0,2623,7380,2580,7423,0.4658787647731605,0.4569767441860465,0.1646234676007005,0.1597560975609756,fn>=0,1222.0,1179.0,16.0,0.8
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-0.900000-notes/run_0,3311,16689,5218,14782,0.5309574146783449,0.7023763894212341,0.1189284264646191,0.2196057283240458,all,1758.0,3665.0,16.0,0.9
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-0.900000-notes/run_0,1252,8693,2558,7387,0.5854632587859425,0.7971071149335418,0.0992283741708406,0.2345565397446221,fn>=0,733.0,2039.0,16.0,0.9
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-0.900000-notes/run_0,520,7940,35,8425,0.9769230769230768,0.6571428571428571,0.0602967359050445,0.002896725440806,fn>=0_inferred,508.0,23.0,16.0,0.9
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-0.900000-notes/run_0,2059,7996,2660,7395,0.4978144730451675,0.6112781954887218,0.1386071670047329,0.2033516758379189,fn<0,1025.0,1626.0,16.0,0.9
16-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-0.900000-notes/run_0,2791,8749,5183,6357,0.4478681476173414,0.7026818444916072,0.1966336322164543,0.4162761458452395,fn<0_inferred,1250.0,3642.0,16.0,0.9
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-1.000000-notes/run_0,3663,10055,4809,8909,0.4649194649194649,0.5924308588064047,0.1911550117858345,0.2833416210840377,fn<0_inferred,1703.0,2849.0,16.0,1.0
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-1.000000-notes/run_0,4347,15653,5144,14856,0.4729698642742121,0.5546267496111975,0.1383952611739364,0.1822653804382546,all,2056.0,2853.0,16.0,1.0
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-1.000000-notes/run_0,1920,8162,2568,7514,0.475,0.6074766355140186,0.1213734362523289,0.1911296250918892,fn<0,912.0,1560.0,16.0,1.0
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-1.000000-notes/run_0,684,5598,335,5947,0.5160818713450293,0.0119402985074626,0.0593576593240289,0.0007145409074669,fn>=0_inferred,353.0,4.0,16.0,1.0
16-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/16-r_fun-1.000000-notes/run_0,2427,7491,2576,7342,0.4713638236505974,0.5019409937888198,0.1558158539907382,0.1726071285542651,fn>=0,1144.0,1293.0,16.0,1.0
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.000000-notes/run_0,4070,15930,5283,14717,0.3036855036855037,0.4635623698656066,0.0839845077121696,0.1537350910232266,all,1236.0,2449.0,17.0,0.0
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.000000-notes/run_0,1882,8036,2601,7317,0.3336875664187035,0.5178777393310265,0.085827524941916,0.1676207068193131,fn<0,628.0,1347.0,17.0,0.0
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.000000-notes/run_0,2188,7894,2682,7400,0.2778793418647166,0.4108873974645787,0.0821621621621621,0.139599695971624,fn>=0,608.0,1102.0,17.0,0.0
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.000000-notes/run_0,2205,8816,3253,7768,0.3383219954648526,0.5514909314478943,0.0960350154479917,0.2034936479128856,fn<0_inferred,746.0,1794.0,17.0,0.0
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.000000-notes/run_0,1865,7114,2030,6949,0.2627345844504021,0.3226600985221675,0.0705137429846021,0.0920719707618779,fn>=0_inferred,490.0,655.0,17.0,0.0
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.100000-notes/run_0,2189,7893,2660,7422,0.2763819095477386,0.4045112781954887,0.0815144165992993,0.1363233244647155,fn>=0,605.0,1076.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.100000-notes/run_0,2413,10619,3851,9181,0.322420223787816,0.5754349519605297,0.0847402243764295,0.2086825501459648,fn<0_inferred,778.0,2216.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.100000-notes/run_0,1603,5365,1412,5556,0.1896444167186525,0.080028328611898,0.0547156227501799,0.0210624417520969,fn>=0_inferred,304.0,113.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.100000-notes/run_0,1827,8091,2603,7315,0.2610837438423645,0.4813676527084133,0.0652084757347915,0.1548634285008033,fn<0,477.0,1253.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.100000-notes/run_0,4016,15984,5263,14737,0.2694223107569721,0.4425232756982709,0.0734206419216937,0.1457082082082082,all,1082.0,2329.0,17.0,0.1
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.200000-notes/run_0,2083,7922,2619,7386,0.3211713874219875,0.4600992745322642,0.0905767668562144,0.1521080535218379,fn>=0,669.0,1205.0,17.0,0.2
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.200000-notes/run_0,1970,8025,2591,7404,0.3979695431472081,0.5422616750289464,0.1058887088060507,0.1750778816199377,fn<0,784.0,1405.0,17.0,0.2
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.200000-notes/run_0,2475,9149,4068,7556,0.3523232323232323,0.6059488692232055,0.1154049761778718,0.2694283528254454,fn<0_inferred,872.0,2465.0,17.0,0.2
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.200000-notes/run_0,4053,15947,5210,14790,0.3584998766345916,0.5009596928982726,0.0982420554428668,0.1636671474258481,all,1453.0,2610.0,17.0,0.2
17-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.200000-notes/run_0,1578,6798,1142,7234,0.3681875792141952,0.126970227670753,0.0803151783245783,0.0213298028832009,fn>=0_inferred,581.0,145.0,17.0,0.2
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.300000-notes/run_0,2073,7891,2560,7404,0.3381572600096478,0.4640625,0.0946785521339816,0.1505512609301736,fn<0,701.0,1188.0,17.0,0.3
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.300000-notes/run_0,1276,9553,1416,9413,0.5587774294670846,0.6024011299435028,0.075746308297036,0.0892913220977703,fn<0_inferred,713.0,853.0,17.0,0.3
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.300000-notes/run_0,2272,7764,2614,7422,0.4058098591549295,0.4835501147666411,0.1242252762058744,0.1628026790314271,fn>=0,922.0,1264.0,17.0,0.3
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.300000-notes/run_0,4345,15655,5174,14826,0.3735327963176064,0.4739080015461925,0.1094698502630514,0.1566272756307888,all,1623.0,2452.0,17.0,0.3
17-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.300000-notes/run_0,3069,6102,3758,5413,0.2965135223199739,0.4254922831293241,0.1681138001108442,0.2620452310717797,fn>=0_inferred,910.0,1599.0,17.0,0.3
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.400000-notes/run_0,2256,7763,2531,7488,0.425531914893617,0.4879494271039115,0.1282051282051282,0.1590879814504701,fn>=0,960.0,1235.0,17.0,0.4
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.400000-notes/run_0,3759,6548,4297,6010,0.3421122638999734,0.4244821968815452,0.2139767054908485,0.2785583384239462,fn<0_inferred,1286.0,1824.0,17.0,0.4
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.400000-notes/run_0,780,8913,795,8898,0.7256410256410256,0.730817610062893,0.063609799955046,0.065185683832604,fn>=0_inferred,566.0,581.0,17.0,0.4
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.400000-notes/run_0,4539,15461,5092,14908,0.408019387530293,0.4723095051060487,0.124228602092836,0.1555526809391371,all,1852.0,2405.0,17.0,0.4
17-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.400000-notes/run_0,2283,7698,2561,7420,0.3907139728427508,0.4568527918781725,0.1202156334231805,0.151987529228371,fn<0,892.0,1170.0,17.0,0.4
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.500000-notes/run_0,450,7856,74,8232,0.9088888888888887,0.4459459459459459,0.0496841593780369,0.0042006109979633,fn>=0_inferred,409.0,33.0,17.0,0.5
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.500000-notes/run_0,1742,8334,2580,7496,0.4781859931113662,0.6476744186046511,0.1111259338313767,0.2005039596832253,fn<0,833.0,1671.0,17.0,0.5
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.500000-notes/run_0,1686,8238,2493,7431,0.4721233689205219,0.6430004011231448,0.1071188265374781,0.1945860645787812,fn>=0,796.0,1603.0,17.0,0.5
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.500000-notes/run_0,2978,8716,4999,6695,0.409670920080591,0.6483296659331866,0.1822255414488424,0.3718448829738412,fn<0_inferred,1220.0,3241.0,17.0,0.5
17-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.500000-notes/run_0,3428,16572,5073,14927,0.4752042007001167,0.645377488665484,0.1091311047095866,0.1975621530292058,all,1629.0,3274.0,17.0,0.5
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.600000-notes/run_0,2883,9004,5094,6793,0.4138050641692681,0.668237141735375,0.1756219637862505,0.3780541981341626,fn<0_inferred,1193.0,3404.0,17.0,0.6
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.600000-notes/run_0,1795,8297,2607,7485,0.4947075208913649,0.652090525508247,0.1186372745490982,0.2048933349403398,fn<0,888.0,1700.0,17.0,0.6
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.600000-notes/run_0,1534,8374,2494,7414,0.4869621903520209,0.6844426623897354,0.1007553277582951,0.2038452352519703,fn>=0,747.0,1707.0,17.0,0.6
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.600000-notes/run_0,3329,16671,5101,14899,0.4911384800240312,0.6679082532836699,0.1097389086515873,0.2043668646152,all,1635.0,3407.0,17.0,0.6
17-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.600000-notes/run_0,446,7667,7,8106,0.9910313901345292,0.4285714285714285,0.0545275104860597,0.0003912873353332,fn>=0_inferred,442.0,3.0,17.0,0.6
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.700000-notes/run_0,2022,8039,2615,7446,0.5039564787339268,0.6164435946462715,0.1368520010744023,0.200522453041423,fn<0,1019.0,1612.0,17.0,0.7
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.700000-notes/run_0,1450,8489,2585,7354,0.4924137931034483,0.7152804642166344,0.0970900190372586,0.2178112851926021,fn>=0,714.0,1849.0,17.0,0.7
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.700000-notes/run_0,3008,8567,5126,6449,0.4278590425531915,0.6642606320717909,0.1995658241587843,0.3974553519318314,fn<0_inferred,1287.0,3405.0,17.0,0.7
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.700000-notes/run_0,3472,16528,5200,14800,0.4991359447004608,0.6655769230769231,0.1170945945945945,0.2094022265246853,all,1733.0,3461.0,17.0,0.7
17-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.700000-notes/run_0,464,7961,74,8351,0.961206896551724,0.7567567567567568,0.0534067776314213,0.0070342921743499,fn>=0_inferred,446.0,56.0,17.0,0.7
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.800000-notes/run_0,1998,8075,2594,7479,0.5,0.6148804934464148,0.1335740072202166,0.1975232198142414,fn<0,999.0,1595.0,17.0,0.8
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.800000-notes/run_0,2945,8660,5097,6508,0.4356536502546689,0.673925838728664,0.1971419791026429,0.3966512702078522,fn<0_inferred,1283.0,3435.0,17.0,0.8
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.800000-notes/run_0,475,7920,87,8308,0.983157894736842,0.9080459770114944,0.0562108810784785,0.0099747474747474,fn>=0_inferred,467.0,79.0,17.0,0.8
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.800000-notes/run_0,3420,16580,5184,14816,0.5116959064327485,0.6778549382716049,0.1181155507559395,0.2119420989143546,all,1750.0,3514.0,17.0,0.8
17-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.800000-notes/run_0,1422,8505,2590,7337,0.5281293952180028,0.740926640926641,0.1023579119531143,0.2256319811875367,fn>=0,751.0,1919.0,17.0,0.8
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.900000-notes/run_0,2626,8910,3664,7872,0.4657273419649657,0.6170851528384279,0.1553607723577235,0.2537598204264871,fn<0_inferred,1223.0,2261.0,17.0,0.9
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.900000-notes/run_0,2573,7361,2581,7353,0.4418966187329965,0.4436265013560635,0.1546307629538963,0.1555495177285694,fn>=0,1137.0,1145.0,17.0,0.9
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.900000-notes/run_0,2164,7902,2538,7528,0.4519408502772643,0.5327029156816391,0.1299149840595111,0.1710959250822576,fn<0,978.0,1352.0,17.0,0.9
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.900000-notes/run_0,4737,15263,5119,14881,0.4464851171627612,0.4877905840984567,0.1421275451918554,0.1635982441197667,all,2115.0,2497.0,17.0,0.9
17-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-0.900000-notes/run_0,2111,6353,1455,7009,0.4225485551871151,0.1621993127147766,0.1272649450706235,0.0371478041869982,fn>=0_inferred,892.0,236.0,17.0,0.9
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-1.000000-notes/run_0,1969,18031,5245,14755,0.5865921787709497,0.8448045757864633,0.0782785496441884,0.2457434418501469,all,1155.0,4431.0,17.0,1.0
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-1.000000-notes/run_0,528,9390,2582,7336,0.7443181818181818,0.947714949651433,0.0535714285714285,0.2605963791267305,fn>=0,393.0,2447.0,17.0,1.0
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-1.000000-notes/run_0,366,6842,1,7207,1.0,1.0,0.0507839600388511,0.0001461560947091,fn>=0_inferred,366.0,1.0,17.0,1.0
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-1.000000-notes/run_0,1441,8641,2663,7419,0.5287994448299792,0.7450244085617724,0.1027092600080873,0.2296030552019442,fn<0,762.0,1984.0,17.0,1.0
17-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/17-r_fun-1.000000-notes/run_0,1603,11189,5244,7548,0.4922021210230817,0.8447749809305873,0.1045310015898251,0.3959245687729019,fn<0_inferred,789.0,4430.0,17.0,1.0
18-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.000000-notes/run_0,2420,7662,2616,7466,0.3285123966942149,0.3788226299694189,0.1064827216715778,0.1293395980161837,fn>=0,795.0,991.0,18.0,0.0
18-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.000000-notes/run_0,1936,10151,2622,9465,0.3992768595041322,0.5564454614797865,0.0816693079767564,0.1437296818047483,fn<0_inferred,773.0,1459.0,18.0,0.0
18-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.000000-notes/run_0,1790,8128,2612,7306,0.2089385474860335,0.4578866768759571,0.0511908020804817,0.1471456692913385,fn<0,374.0,1196.0,18.0,0.0
18-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.000000-notes/run_0,4210,15790,5228,14772,0.2776722090261282,0.4183244070390207,0.0791362036284863,0.1385053831538948,all,1169.0,2187.0,18.0,0.0
18-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.000000-notes/run_0,2274,5639,2606,5307,0.1741424802110818,0.2793553338449731,0.0746184284906727,0.1291009044156765,fn>=0_inferred,396.0,728.0,18.0,0.0
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.100000-notes/run_0,2003,7947,2578,7372,0.3624563155267099,0.5046547711404189,0.0984807379272924,0.1637095759406065,fn<0,726.0,1301.0,18.0,0.1
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.100000-notes/run_0,4240,15760,5209,14791,0.3311320754716981,0.4555576886158571,0.0949225880603069,0.1505710659898477,all,1404.0,2373.0,18.0,0.1
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.100000-notes/run_0,2237,7813,2631,7419,0.3030844881537773,0.4074496389205625,0.0913869793772745,0.1372072187380007,fn>=0,678.0,1072.0,18.0,0.1
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.100000-notes/run_0,2780,8583,4117,7246,0.3064748201438849,0.5316978382317221,0.117582114269942,0.2550390306419667,fn<0_inferred,852.0,2189.0,18.0,0.1
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.100000-notes/run_0,1460,7177,1092,7545,0.3780821917808219,0.1684981684981685,0.0731610337972167,0.0256374529747805,fn>=0_inferred,552.0,184.0,18.0,0.1
18-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.200000-notes/run_0,4384,15616,5141,14859,0.3255018248175182,0.4248200739155806,0.0960360724140251,0.1398565573770492,all,1427.0,2184.0,18.0,0.2
18-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.200000-notes/run_0,2156,7765,2519,7402,0.3265306122448979,0.4235807860262008,0.0951094298838151,0.1374114616870573,fn<0,704.0,1067.0,18.0,0.2
18-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.200000-notes/run_0,2228,7851,2622,7457,0.3245062836624776,0.4260106788710908,0.0969558803808502,0.142274869443383,fn>=0,723.0,1117.0,18.0,0.2
18-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.200000-notes/run_0,2845,4862,2777,4930,0.237609841827768,0.2189413035649982,0.1371196754563894,0.1250514191690662,fn>=0_inferred,676.0,608.0,18.0,0.2
18-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.200000-notes/run_0,1539,10754,2364,9929,0.4879792072774528,0.6666666666666666,0.0756370228623224,0.146550120885252,fn<0_inferred,751.0,1576.0,18.0,0.2
18-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.300000-notes/run_0,3624,16376,5192,14808,0.4163907284768212,0.5926425269645609,0.1019043760129659,0.1878969223253541,all,1509.0,3077.0,18.0,0.3
18-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.300000-notes/run_0,1494,9150,3047,7597,0.4631860776439089,0.7367902855267476,0.0910885876003685,0.2453551912568306,fn<0_inferred,692.0,2245.0,18.0,0.3
18-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.300000-notes/run_0,1790,8124,2539,7375,0.4860335195530726,0.6376526191413943,0.1179661016949152,0.199286065977351,fn<0,870.0,1619.0,18.0,0.3
18-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.300000-notes/run_0,1834,8252,2653,7433,0.3484187568157034,0.5495665284583491,0.0859679806269339,0.1766844401357246,fn>=0,639.0,1458.0,18.0,0.3
18-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.300000-notes/run_0,2130,7226,2145,7211,0.3835680751173709,0.3878787878787879,0.1132991263347663,0.1151397730417935,fn>=0_inferred,817.0,832.0,18.0,0.3
18-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.400000-notes/run_0,2197,7819,2656,7360,0.3878015475648612,0.4935993975903614,0.1157608695652173,0.1676684998081596,fn<0,852.0,1311.0,18.0,0.4
18-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.400000-notes/run_0,2680,5577,2707,5550,0.3231343283582089,0.3298854820834873,0.156036036036036,0.1601219293526986,fn>=0_inferred,866.0,893.0,18.0,0.4
18-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.400000-notes/run_0,4508,15492,5269,14731,0.3886424134871339,0.4769405959385082,0.1189328626705586,0.1622127549703072,all,1752.0,2513.0,18.0,0.4
18-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.400000-notes/run_0,1828,9915,2562,9181,0.4846827133479212,0.6323185011709602,0.0965036488399956,0.1633888048411497,fn<0_inferred,886.0,1620.0,18.0,0.4
18-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/18-r_fun-0.400000-notes/run_0,2311,7673,2613,7371,0.3894418000865426,0.4600076540375047,0.1221001221001221,0.1566531995308223,fn>=0,900.0,1202.0,18.0,0.4
