params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,mu_fnr
12-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.100000-notes/run_0,4390,15610,5197,14803,0.3321184510250569,0.4358283625168366,0.0984935486050125,0.1450992953235105,all,1458.0,2265.0,12.0,0.1
12-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.200000-notes/run_0,2259,7811,2488,7582,0.3683045595396193,0.4264469453376205,0.1097335795304668,0.1358340801433875,fn<0,832.0,1061.0,12.0,0.2
12-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.200000-notes/run_0,2151,7779,2475,7455,0.3537889353788935,0.4383838383838384,0.1020791415157612,0.1394780820156832,fn>=0,761.0,1085.0,12.0,0.2
12-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.200000-notes/run_0,1678,7609,2004,7283,0.4290822407628128,0.5219560878243513,0.0988603597418646,0.1374687869628072,fn<0_inferred,720.0,1046.0,12.0,0.2
12-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.200000-notes/run_0,2732,7981,2959,7754,0.3195461200585651,0.3717472118959107,0.1125870518442094,0.1378273399323393,fn>=0_inferred,873.0,1100.0,12.0,0.2
12-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.200000-notes/run_0,4410,15590,4963,15037,0.3612244897959183,0.4323997582107596,0.1059386845780408,0.1376523412443874,all,1593.0,2146.0,12.0,0.2
12-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.300000-notes/run_0,1749,7609,1677,7681,0.4453973699256718,0.4215861657722123,0.101419086056503,0.092916283348666,fn>=0_inferred,779.0,707.0,12.0,0.3
12-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.300000-notes/run_0,4017,15983,4523,15477,0.3771471247199403,0.446827326995357,0.0978871874394262,0.126446849777889,all,1515.0,2021.0,12.0,0.3
12-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.300000-notes/run_0,2268,8374,2846,7796,0.3245149911816578,0.4617006324666198,0.0944073884043099,0.1569142584189156,fn<0_inferred,736.0,1314.0,12.0,0.3
12-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.300000-notes/run_0,2055,7889,2248,7696,0.3975669099756691,0.449288256227758,0.1061590436590436,0.1280263658258334,fn<0,817.0,1010.0,12.0,0.3
12-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.300000-notes/run_0,1962,8094,2275,7781,0.3557594291539245,0.4443956043956044,0.0897056933556098,0.1249073387694588,fn>=0,698.0,1011.0,12.0,0.3
12-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.400000-notes/run_0,1639,7728,1245,8122,0.4832214765100671,0.3196787148594378,0.0975129278502831,0.0515010351966873,fn>=0_inferred,792.0,398.0,12.0,0.4
12-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.400000-notes/run_0,3877,16123,4119,15881,0.4088212535465566,0.4435542607428988,0.0998047981865121,0.113316380326242,all,1585.0,1827.0,12.0,0.4
12-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.400000-notes/run_0,2067,7850,2062,7855,0.4233188195452346,0.4219204655674103,0.1113940165499681,0.110828025477707,fn<0,875.0,870.0,12.0,0.4
12-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.400000-notes/run_0,1810,8273,2057,8026,0.3922651933701657,0.46524064171123,0.0884624968851233,0.1156775051371932,fn>=0,710.0,957.0,12.0,0.4
12-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.400000-notes/run_0,2238,8395,2874,7759,0.3543342269883824,0.4972164231036882,0.1022038922541564,0.1702203692674211,fn<0_inferred,793.0,1429.0,12.0,0.4
12-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.500000-notes/run_0,2413,8465,2714,8164,0.4003315375051802,0.4668386145910095,0.1183243508084272,0.1496751329001772,fn<0_inferred,966.0,1267.0,12.0,0.5
12-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.500000-notes/run_0,1816,8094,1788,8122,0.4537444933920704,0.4451901565995526,0.1014528441270623,0.0983444526809982,fn>=0,824.0,796.0,12.0,0.5
12-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.500000-notes/run_0,3859,16141,3644,16356,0.469292562840114,0.4379802414928649,0.1107238933724627,0.0988786320550151,all,1811.0,1596.0,12.0,0.5
12-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.500000-notes/run_0,2043,8047,1856,8234,0.4831130690161527,0.4310344827586206,0.1198688365314549,0.0994159314030073,fn<0,987.0,800.0,12.0,0.5
12-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.500000-notes/run_0,1446,7676,930,8192,0.5843706777316736,0.353763440860215,0.1031494140625,0.0428608650338718,fn>=0_inferred,845.0,329.0,12.0,0.5
12-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.600000-notes/run_0,1854,8130,1511,8473,0.5264293419633226,0.4189278623428193,0.1151894252330933,0.0778597785977859,fn>=0,976.0,633.0,12.0,0.6
12-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.600000-notes/run_0,1516,7854,1115,8255,0.604221635883905,0.4618834080717489,0.1109630526953361,0.065571683218742,fn>=0_inferred,916.0,515.0,12.0,0.6
12-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.600000-notes/run_0,1881,8135,1519,8497,0.5342902711323764,0.423304805793285,0.1182770389549252,0.0790411800860479,fn<0,1005.0,643.0,12.0,0.6
12-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.600000-notes/run_0,3735,16265,3030,16970,0.530388219544846,0.4211221122112211,0.11673541543901,0.0784506609283738,all,1981.0,1276.0,12.0,0.6
12-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.600000-notes/run_0,2219,8411,1915,8715,0.4799459215863001,0.3973890339425587,0.1222030981067125,0.0904767566282249,fn<0_inferred,1065.0,761.0,12.0,0.6
12-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.700000-notes/run_0,3272,16728,2589,17411,0.5602078239608802,0.444186944766319,0.1052782723565562,0.0687470109995217,all,1833.0,1150.0,12.0,0.7
12-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.700000-notes/run_0,1778,8472,1666,8584,0.545556805399325,0.5150060024009604,0.1130009319664492,0.1012747875354107,fn>=0_inferred,970.0,858.0,12.0,0.7
12-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.700000-notes/run_0,1494,8256,923,8827,0.5776439089692101,0.3163596966413868,0.097768211170273,0.0353682170542635,fn<0_inferred,863.0,292.0,12.0,0.7
12-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.700000-notes/run_0,1666,8377,1298,8745,0.5498199279711885,0.4221879815100154,0.1047455688965122,0.0654172137996896,fn<0,916.0,548.0,12.0,0.7
12-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.700000-notes/run_0,1606,8351,1291,8666,0.5709838107098381,0.4663051897753679,0.1058158319870759,0.0720871751886001,fn>=0,917.0,602.0,12.0,0.7
12-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.800000-notes/run_0,1473,8582,1062,8993,0.5994568906992532,0.4444444444444444,0.0981874791504503,0.0549988347704497,fn>=0,883.0,472.0,12.0,0.8
12-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.800000-notes/run_0,1236,8590,933,8893,0.6699029126213593,0.5627009646302251,0.0931069380411559,0.0611175785797438,fn<0_inferred,828.0,525.0,12.0,0.8
12-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.800000-notes/run_0,1802,8372,1140,9034,0.5776914539400666,0.3324561403508771,0.1152313482399823,0.0452699474438604,fn>=0_inferred,1041.0,379.0,12.0,0.8
12-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.800000-notes/run_0,1565,8380,1011,8934,0.6300319488817892,0.4272997032640949,0.1103648981419297,0.0515513126491646,fn<0,986.0,432.0,12.0,0.8
12-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.800000-notes/run_0,3038,16962,2073,17927,0.6152073732718893,0.4360829715388326,0.1042561499414291,0.0532956019337342,all,1869.0,904.0,12.0,0.8
12-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.900000-notes/run_0,1489,8502,754,9237,0.7118871725990598,0.4310344827586206,0.114755873118978,0.0382262996941896,fn<0,1060.0,325.0,12.0,0.9
12-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.900000-notes/run_0,2929,17071,1547,18453,0.698873335609423,0.4298642533936652,0.1109304720099712,0.0389549528440044,all,2047.0,665.0,12.0,0.9
12-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.900000-notes/run_0,1390,8558,723,9225,0.7143884892086331,0.4508990318118949,0.1076422764227642,0.0380930123860715,fn>=0_inferred,993.0,326.0,12.0,0.9
12-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.900000-notes/run_0,1440,8569,793,9216,0.6854166666666667,0.4287515762925599,0.1070963541666666,0.0396779087408099,fn>=0,987.0,340.0,12.0,0.9
12-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-0.900000-notes/run_0,1539,8513,824,9228,0.6848602988953866,0.4114077669902912,0.1142175986129172,0.0398214495477505,fn<0_inferred,1054.0,339.0,12.0,0.9
12-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-1.000000-notes/run_0,1492,8742,672,9562,0.7171581769436998,0.3720238095238095,0.1119012758837063,0.0285975749256463,fn<0_inferred,1070.0,250.0,12.0,1.0
12-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-1.000000-notes/run_0,1395,8496,574,9317,0.76415770609319,0.4268292682926829,0.1144145111087259,0.028837099811676,fn<0,1066.0,245.0,12.0,1.0
12-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-1.000000-notes/run_0,1387,8722,635,9474,0.7332372025955299,0.4173228346456692,0.1073464217859404,0.030382939692731,fn>=0,1017.0,265.0,12.0,1.0
12-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-1.000000-notes/run_0,1290,8476,537,9229,0.7852713178294574,0.4841713221601489,0.109762704518366,0.0306748466257668,fn>=0_inferred,1013.0,260.0,12.0,1.0
12-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/12-r_fun-1.000000-notes/run_0,2782,17218,1209,18791,0.7487419122933142,0.4218362282878412,0.1108509392794422,0.0296201649436636,all,2083.0,510.0,12.0,1.0
13-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.000000-notes/run_0,2355,7973,3416,6912,0.2781316348195329,0.5023419203747073,0.0947627314814814,0.2152263890630879,fn>=0_inferred,655.0,1716.0,13.0,0.0
13-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.000000-notes/run_0,2227,7837,2685,7379,0.3201616524472384,0.4361266294227188,0.0966255590188372,0.1494194206966951,fn<0,713.0,1171.0,13.0,0.0
13-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.000000-notes/run_0,4296,15704,5304,14696,0.3109869646182495,0.4419306184012066,0.0909090909090909,0.1492613346917982,all,1336.0,2344.0,13.0,0.0
13-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.000000-notes/run_0,1941,7731,1888,7784,0.3508500772797527,0.3326271186440678,0.0874871531346351,0.0812314060276807,fn<0_inferred,681.0,628.0,13.0,0.0
13-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.000000-notes/run_0,2069,7867,2619,7317,0.3011116481391976,0.4478808705612829,0.085144184775181,0.1491038515317147,fn>=0,623.0,1173.0,13.0,0.0
13-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.100000-notes/run_0,796,6726,540,6982,0.6469849246231156,0.4796296296296296,0.0737610999713549,0.0385072851620576,fn>=0_inferred,515.0,259.0,13.0,0.1
13-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.100000-notes/run_0,2042,7805,2487,7360,0.3148873653281097,0.4374748693204664,0.0873641304347826,0.1393978219090326,fn<0,643.0,1088.0,13.0,0.1
13-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.100000-notes/run_0,4267,15733,5082,14918,0.3306772908366533,0.4380165289256198,0.0945837243598337,0.1414860484332295,all,1411.0,2226.0,13.0,0.1
13-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.100000-notes/run_0,3471,9007,4542,7936,0.2581388648804379,0.4330691325407309,0.1129032258064516,0.2183857000111024,fn<0_inferred,896.0,1967.0,13.0,0.1
13-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.100000-notes/run_0,2225,7928,2595,7558,0.3451685393258427,0.4385356454720616,0.1016141836464673,0.1435418768920282,fn>=0,768.0,1138.0,13.0,0.1
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,4231,15769,4958,15042,0.3271094303947057,0.4257765227914482,0.0920090413508842,0.1338702517597818,all,1384.0,2111.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,2054,7987,2479,7562,0.3291139240506329,0.4441306978620411,0.0893943401216609,0.1378490046325278,fn<0,676.0,1101.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,2177,7782,2479,7480,0.3252181901699587,0.4074223477208551,0.0946524064171123,0.1297866872269339,fn>=0,708.0,1010.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,2490,8126,2726,7890,0.2923694779116466,0.3536316947909024,0.0922686945500633,0.1186315530396258,fn<0_inferred,728.0,964.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,1741,7643,2232,7152,0.3767949454336588,0.5138888888888888,0.0917225950782997,0.1500719612717519,fn>=0_inferred,656.0,1147.0,13.0,0.2
13-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.300000-notes/run_0,2188,7847,2254,7781,0.3889396709323583,0.4068322981366459,0.1093689757100629,0.1168599464763603,fn<0,851.0,917.0,13.0,0.3
13-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.300000-notes/run_0,2609,8457,3272,7794,0.2951322345726332,0.4379584352078239,0.0987939440595329,0.1694454298214497,fn<0_inferred,770.0,1433.0,13.0,0.3
13-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.300000-notes/run_0,1511,7423,1313,7621,0.4837855724685638,0.4059405940594059,0.0959191707125049,0.0718038528896672,fn>=0_inferred,731.0,533.0,13.0,0.3
13-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.300000-notes/run_0,4120,15880,4585,15415,0.3643203883495146,0.4287895310796074,0.0973726889393448,0.1238035264483627,all,1501.0,1966.0,13.0,0.3
13-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.300000-notes/run_0,1932,8033,2331,7634,0.3364389233954451,0.45002145002145,0.0851454021482839,0.1305863313830449,fn>=0,650.0,1049.0,13.0,0.3
13-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.400000-notes/run_0,1971,7986,2100,7857,0.4200913242009132,0.4557142857142857,0.1053837342497136,0.1198347107438016,fn>=0,828.0,957.0,13.0,0.4
13-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.400000-notes/run_0,1276,7590,1153,7713,0.5399686520376176,0.4908933217692975,0.0893297030986645,0.0745718050065876,fn>=0_inferred,689.0,566.0,13.0,0.4
13-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.400000-notes/run_0,1941,8102,2027,8016,0.4126738794435858,0.4375925012333497,0.0999251497005988,0.1094791409528511,fn<0,801.0,887.0,13.0,0.4
13-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.400000-notes/run_0,3912,16088,4127,15873,0.4164110429447852,0.4468136661012842,0.1026271026271026,0.1146195922426653,all,1629.0,1844.0,13.0,0.4
13-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.400000-notes/run_0,2636,8498,2974,8160,0.3566009104704097,0.429724277067922,0.1151960784313725,0.1503883266650976,fn<0_inferred,940.0,1278.0,13.0,0.4
13-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.500000-notes/run_0,1656,7974,1498,8132,0.4969806763285024,0.4439252336448598,0.1012051155927201,0.083396037120642,fn>=0_inferred,823.0,665.0,13.0,0.5
13-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.500000-notes/run_0,1826,8075,1891,8010,0.4129244249726177,0.4331041776837652,0.0941323345817727,0.1014241486068111,fn<0,754.0,819.0,13.0,0.5
13-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.500000-notes/run_0,2110,8260,2177,8193,0.3890995260663507,0.4079007808911346,0.1002074942023678,0.1075060532687651,fn<0_inferred,821.0,888.0,13.0,0.5
13-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.500000-notes/run_0,1940,8159,1784,8315,0.4587628865979381,0.4114349775784753,0.1070354780517137,0.0899620051476896,fn>=0,890.0,734.0,13.0,0.5
13-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.500000-notes/run_0,3766,16234,3675,16325,0.4365374402549123,0.4225850340136054,0.1007044410413476,0.0956634224467167,all,1644.0,1553.0,13.0,0.5
13-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.600000-notes/run_0,3763,16237,3077,16923,0.5237842147222961,0.4176145596360091,0.1164687112214146,0.0791402352651351,all,1971.0,1285.0,13.0,0.6
13-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.600000-notes/run_0,1662,8044,1189,8517,0.5709987966305656,0.400336417157275,0.1114242104027239,0.0591745400298359,fn>=0_inferred,949.0,476.0,13.0,0.6
13-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.600000-notes/run_0,2101,8193,1888,8406,0.4864350309376487,0.4284957627118644,0.1215798239352843,0.098742829244477,fn<0_inferred,1022.0,809.0,13.0,0.6
13-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.600000-notes/run_0,1871,8187,1514,8544,0.5296632816675575,0.4187582562747688,0.1159878277153558,0.0774398436545743,fn>=0,991.0,634.0,13.0,0.6
13-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.600000-notes/run_0,1892,8050,1563,8379,0.5179704016913319,0.4165067178502879,0.1169590643274853,0.0808695652173913,fn<0,980.0,651.0,13.0,0.6
13-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.700000-notes/run_0,3431,16569,2529,17471,0.5925386184785777,0.4472123368920522,0.1163642607749985,0.0682600036212203,all,2033.0,1131.0,13.0,0.7
13-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.700000-notes/run_0,1777,8231,1268,8740,0.5908835115362971,0.4266561514195583,0.120137299771167,0.0657271291459117,fn>=0,1050.0,541.0,13.0,0.7
13-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.700000-notes/run_0,1929,8249,1332,8846,0.5635044064282011,0.3678678678678678,0.1228803979199638,0.0594011395320644,fn>=0_inferred,1087.0,490.0,13.0,0.7
13-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.700000-notes/run_0,1502,8320,1197,8625,0.62982689747004,0.5355054302422724,0.1096811594202898,0.0770432692307692,fn<0_inferred,946.0,641.0,13.0,0.7
13-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.700000-notes/run_0,1654,8338,1261,8731,0.594316807738815,0.4678826328310864,0.1125873324934142,0.0707603741904533,fn<0,983.0,590.0,13.0,0.7
13-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.800000-notes/run_0,3180,16820,1960,18040,0.6446540880503144,0.423469387755102,0.1136363636363636,0.0493460166468489,all,2050.0,830.0,13.0,0.8
13-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.800000-notes/run_0,1514,8316,877,8953,0.6360634081902246,0.3717217787913341,0.1075617111582709,0.0392015392015392,fn>=0_inferred,963.0,326.0,13.0,0.8
13-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.800000-notes/run_0,1666,8504,1083,9087,0.6524609843937575,0.4653739612188365,0.1196214372180037,0.0592662276575729,fn<0_inferred,1087.0,504.0,13.0,0.8
13-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/13-r_fun-0.800000-notes/run_0,1606,8394,975,9025,0.6606475716064757,0.441025641025641,0.1175623268698061,0.0512270669525851,fn<0,1061.0,430.0,13.0,0.8
