params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,no_run,dhom,number_of_notes
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,fn<0,unpublishable,0.576439003547927,0.0,-0.0078013131878074,0.5023128394477151,0.0752378103992158,-0.0113211413859467,0.308576182439247,0.454038392545924,,,2.0,0.0,7397.0
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,fn>=0,published,0.2741278507205123,2.551014929369174e-41,0.1005323373950889,1.2032324106273776e-06,0.7493561825226001,0.5486366952346103,0.115337982269464,0.31431319689195,,,2.0,0.0,2323.0
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,all,published,0.2697171933625528,2.1100739741649453e-68,0.1268106164697742,5.61440197159873e-16,0.7776574257474672,0.5461843638250555,0.1231357818329322,0.3063865655245861,,,2.0,0.0,4047.0
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,all,unpublished,0.5225276002294001,0.0,0.0146556247722911,0.0641644077618949,0.1062416243864038,0.011494366898878,0.2745153692508794,0.4211230425672225,,,2.0,0.0,15953.0
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,all,publishable,0.1978871246238794,6.285373657031772e-46,0.2384436284313858,1.840214694659225e-66,0.7462548041033734,0.4413905468857763,0.1412530976551779,0.2303047881623594,,,2.0,0.0,5069.0
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,fn>=0,unpublishable,0.6093994477473541,0.0,-0.0941468865859972,2.6415866717384943e-16,0.0667311587885983,0.0318703950365874,0.2494191958083289,0.4555595125956597,,,2.0,0.0,7534.0
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,fn<0,published,0.27710935819248,9.164855214036712e-32,0.1745661724459603,2.8984886261443393e-13,0.8157918735498839,0.5428799752726219,0.1336429096670023,0.2957058435603248,,,2.0,0.0,1724.0
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,fn<0,unpublished,0.5123006379212632,0.0,0.0404491113007737,0.0002498411640781,0.126913820786307,0.0050300564762206,0.3068486459772431,0.4201656570383451,,,2.0,0.0,8194.0
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,fn<0,publishable,0.2666340159681211,2.7149655664706548e-42,0.2789473785469801,2.7801877912013103e-46,0.7496322705275684,0.4208186604395081,0.1833320745340468,0.2356653226529154,,,2.0,0.0,2521.0
2-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.000000-notes/run_0,all,unpublishable,0.5883715820416369,0.0,-0.0496871271704286,1.242688519565587e-09,0.070945458029355,0.010472779678106,0.278726290450945,0.4548059311203469,,,2.0,0.0,14931.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn<0,unpublishable,0.4604791814182368,0.0,-0.0164538983375629,0.1581705737233752,0.0732255025475672,-0.010544574898466,0.2869207065537575,0.4557743016112123,,,2.0,0.1,7358.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn>=0,published,0.2115721115027752,1.8065883358320208e-25,-0.0594274551271622,0.0037435123161665,0.73314235235492,0.534666725962994,0.1372440291831287,0.3364796125296467,,,2.0,0.1,2378.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn>=0,unpublished,0.4929277074501772,0.0,0.0148138770455633,0.1935053012341671,0.1077830572600571,0.0430820263511484,0.21803806127907,0.4211661865237218,,,2.0,0.1,7706.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn>=0,publishable,0.1244803655652584,1.317312118015351e-10,0.0644788656606661,0.0009045918814069,0.7456652271352986,0.4344768097063491,0.1276749432826681,0.2303056785833333,,,2.0,0.1,2646.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn>=0,unpublishable,0.5549869218619339,0.0,-0.0627370809485085,6.12503519872593e-08,0.0807957195678946,0.0610112840708456,0.2243532806786842,0.4619879438579994,,,2.0,0.1,7438.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn<0_inferred,published,0.0701829297308633,0.0019545823648556,0.0701558981956171,0.0019624817105424,0.6450180740874035,0.4917342671979435,0.1379629099601131,0.3485947666380462,,,2.0,0.1,1945.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn<0_inferred,publishable,0.0453631087954645,0.0262619807894765,0.3432300443799321,2.546162821654728e-67,0.6815413058333333,0.3750138794375,0.14081034970515,0.2502758407070833,,,2.0,0.1,2400.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn<0_inferred,unpublishable,0.4893501478487559,0.0,-0.0281793278601881,0.0055524794873719,0.2209746533505112,0.0897062535590392,0.339449564812689,0.4481386359250335,,,2.0,0.1,9683.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn>=0_inferred,published,0.0961655257257577,2.758693631455895e-06,-0.0630399316740998,0.002147129272164,0.8365098828969595,0.5684448994087838,0.1102107519994214,0.3002462740149915,,,2.0,0.1,2368.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn>=0_inferred,publishable,0.1462305426914977,7.153997850359728e-15,-0.0314370502327604,0.0960426627671753,0.8063120335235378,0.4725847040991441,0.1159523061637196,0.2119744184049572,,,2.0,0.1,2804.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn>=0_inferred,unpublishable,0.4653646025981721,3.2008804134505476e-273,0.06379305649152,4.993209077148448e-06,-0.1955692858404068,-0.0963056335607549,0.0964232592273289,0.479273856054958,,,2.0,0.1,5113.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn<0,publishable,0.2102006005886098,6.1668822769965166e-27,0.3101322431673873,3.771243815049757e-58,0.7519811903831117,0.4204594145664581,0.1271490249607076,0.2289481866196247,,,2.0,0.1,2558.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,all,unpublished,0.4541967737546203,0.0,0.037415588427732,2.765813231217508e-06,0.1148042537828137,0.0190524063402841,0.2494843147624772,0.4204686636448715,,,2.0,0.1,15687.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn<0_inferred,unpublished,0.455641180835321,0.0,0.0553357259874019,2.4723407439111826e-08,0.2486522537278556,0.0801179536557681,0.3310807965576256,0.4203957001625665,,,2.0,0.1,10138.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn>=0_inferred,unpublished,0.3428263765188575,7.818918281444305e-153,-0.00614374898176,0.6472693287686748,-0.129735487331411,-0.0925140954950693,0.100407880731262,0.420601967624617,,,2.0,0.1,5549.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn<0,unpublished,0.4185225182000145,0.0,0.0560693306363955,5.381321147958427e-07,0.121583522095602,-0.0041492290191596,0.2798470298787706,0.4197951751967548,,,2.0,0.1,7981.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,all,published,0.2210334920739146,7.051183599638495e-49,0.0355300515314422,0.0196250183959255,0.7501543141201019,0.5338513033851148,0.1227259264101669,0.3220496169669604,,,2.0,0.1,4313.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,all,publishable,0.1666602319341783,9.995381645752208e-34,0.2045174034688182,2.927098681363008e-50,0.7487698070714836,0.427586629697156,0.1274164307792909,0.2296384102429861,,,2.0,0.1,5204.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,all,unpublishable,0.5081682971455184,0.0,-0.0376534987259689,4.619522342691646e-06,0.0770310766349689,0.0254268010824572,0.2554678467498378,0.4588979209023452,,,2.0,0.1,14796.0
2-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.100000-notes/run_0,fn<0,published,0.2343799750251487,1.4765155480874695e-25,0.1469044497350254,8.402787106301379e-11,0.7710610040826873,0.5328491974987081,0.1048840409351783,0.3043160100170543,,,2.0,0.1,1935.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn>=0_inferred,unpublishable,0.4275955524425618,5.453394157605753e-233,-0.0757544879807855,3.748091971102689e-08,-0.2515626651631769,-0.0936433058193786,0.1296245939713623,0.4629492165810374,,,2.0,0.2,5263.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn>=0_inferred,publishable,0.0834329576189294,0.0002102944879703,0.0064757877531983,0.7739795871216786,0.8285479756221433,0.5364118026917216,0.0801503801899289,0.2086813073033519,,,2.0,0.2,1969.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn>=0_inferred,unpublished,0.2941539501184981,2.6378526082719903e-100,0.0379362681114869,0.0073185900295576,-0.3049756917858315,-0.1430222844841685,0.1315163300732019,0.4227211927848708,,,2.0,0.2,4997.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn>=0_inferred,published,0.1573461929219117,7.367587089343683e-14,-0.0326422318457537,0.1228950909390205,0.8194184291275168,0.5718266114272931,0.0818090538207874,0.3288847519464429,,,2.0,0.2,2235.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublishable,0.5060843766837928,0.0,-0.0994093084816101,2.5616767247718547e-22,0.251629101214481,0.1036203491400481,0.3511082143021637,0.4576955468072657,,,2.0,0.2,9509.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn<0,published,0.2616548115675391,7.644526697556013e-34,0.0276982707790114,0.2071279703783024,0.7442999307321773,0.5307240584537571,0.1099979051485862,0.3335557975001444,,,2.0,0.2,2076.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublished,0.4774273611988112,0.0,0.0221650938885735,0.0225693338929192,0.3072789243174176,0.1002273597227466,0.3401100538964087,0.4123306720874459,,,2.0,0.2,10587.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,all,unpublishable,0.4974311141073243,0.0,-0.0801484113479786,1.736724899688677e-22,0.0723508540952274,0.0333388289632634,0.2721975526584453,0.4595673355981782,,,2.0,0.2,14772.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn>=0,unpublishable,0.5527267429244919,0.0,-0.0697503730946729,1.8263542340231954e-09,0.0804076138261631,0.0500149078066072,0.2611914680099272,0.4601344903604706,,,2.0,0.2,7415.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn>=0,publishable,0.12574352896958,1.5223523239330248e-10,0.1541696382207204,3.646151185750216e-15,0.7544734776699028,0.4328241893343689,0.1055673577609009,0.2271683610067961,,,2.0,0.2,2575.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn>=0,unpublished,0.4897621739249583,0.0,0.0424863308115475,0.0002015168281894,0.1056906223426143,0.032193644955816,0.2562269009768431,0.4155783050984823,,,2.0,0.2,7650.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn>=0,published,0.2417516970275263,1.8087564596037638e-32,0.0421972802101312,0.0412458068190521,0.739512137008547,0.5295305320555556,0.1061687560064444,0.3494366417145299,,,2.0,0.2,2340.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn<0,unpublishable,0.4399638874323478,0.0,-0.0900106248314444,1.0350907551492151e-14,0.0642305777047301,0.0165312817805267,0.28329040540668,0.4589957095872503,,,2.0,0.2,7357.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn<0,publishable,0.1818058051395817,3.775317979844411e-21,0.2682185362980607,6.038725942172231e-45,0.7513333867320016,0.4072015918567659,0.1665980354375194,0.2314885005312099,,,2.0,0.2,2653.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn<0,unpublished,0.3974181563912022,1.8228353954981357e-298,-0.0155283301086002,0.1666585946122573,0.1160404813427905,0.012622046622805,0.2896138706206477,0.4157434574908495,,,2.0,0.2,7934.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,all,published,0.2514851562701792,1.1386475133335798e-64,0.034999203488858,0.0200262420465579,0.7417629204710146,0.5300916191938406,0.1079688723151143,0.3419709187550498,,,2.0,0.2,4416.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,all,unpublished,0.4418255343364294,0.0,0.0122160980956024,0.1272735460122495,0.1109598588228118,0.0222295111535759,0.2732246048496579,0.4156623861483438,,,2.0,0.2,15584.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,all,publishable,0.1549579834479303,1.852487975063903e-29,0.2141576203159381,2.7081223042596007e-55,0.7528800076511094,0.419821750331293,0.1365379751817251,0.2293606582826702,,,2.0,0.2,5228.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn<0_inferred,published,0.1244867956333065,5.442338436280775e-09,0.0461533666650663,0.0311360621665062,0.6621847169646949,0.4873232984044016,0.1347763892040738,0.3553810896937184,,,2.0,0.2,2181.0
2-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.200000-notes/run_0,fn<0_inferred,publishable,0.0175313232718691,0.3170613280048963,0.2404814151217794,4.273723403907352e-44,0.707163459957042,0.3493811817220006,0.170605840950012,0.2418545650265419,,,2.0,0.2,3259.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn>=0_inferred,publishable,-0.2941863348724919,5.543681530577806e-15,0.3526764145004091,2.9293850685818426e-21,0.5719409793205317,0.3452069540132939,0.0986419719658198,0.3026734664549483,,,2.0,0.3,677.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublishable,0.3586166580254776,6.770364398582643e-284,-0.1138557273546609,1.482604431174131e-28,0.0729821811109341,0.0571185387952275,0.2786650389592452,0.4233475100635456,,,2.0,0.3,9420.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,all,published,0.2012207939230946,3.109086479694497e-40,-0.0764626177057314,5.698730927787559e-07,0.6991180694306466,0.5025990902788192,0.1712157440450398,0.3480400840965323,,,2.0,0.3,4268.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,all,unpublished,0.4308522688363535,0.0,-0.0695355488402159,2.512488772101177e-18,0.1303257457191075,0.0450232210946565,0.2309982205360081,0.4095815336746224,,,2.0,0.3,15732.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn<0_inferred,published,0.1060867214612149,4.5243891258741046e-10,-0.0527624543409029,0.0019729235103229,0.7640303869450102,0.5110383853942391,0.1722321975458626,0.3393778257576374,,,2.0,0.3,3437.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn<0,publishable,0.104182889343416,5.6740108192766096e-08,0.0186814305470019,0.3316029530180316,0.7487643577506474,0.3966924475756567,0.1671437540504217,0.2261335036909212,,,2.0,0.3,2703.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn<0,unpublishable,0.4751976473055075,0.0,-0.0903879040785205,1.0858385797164175e-14,0.0721115097701812,0.039146126067283,0.2356959889167833,0.4558768938430258,,,2.0,0.3,7284.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn>=0,published,0.1131305521827633,1.8482739487163805e-07,-0.212563207951692,5.170956270216873e-23,0.6869986709891149,0.5019127154141031,0.1794334567928679,0.3596939737463322,,,2.0,0.3,2113.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn>=0,unpublished,0.4362976644991322,0.0,-0.0969309578506839,5.904326167489209e-18,0.1308002612679746,0.0551210880797527,0.2300089565044607,0.4097585120174684,,,2.0,0.3,7900.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn>=0,publishable,0.0941897473150904,1.7406512068964458e-06,-0.1713208733730385,2.2853037606594963e-18,0.7557921129283489,0.3823466667737538,0.2164340466827725,0.2321935189225078,,,2.0,0.3,2568.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn>=0,unpublishable,0.4531879731380624,0.0,-0.1043632184160656,1.7472828950650562e-19,0.073079396886098,0.0690573436165274,0.2203372758505319,0.4567968643211552,,,2.0,0.3,7445.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,all,unpublishable,0.463526421184519,0.0,-0.096948858212524,4.2515918728963765e-32,0.0726007432264919,0.0542652118608959,0.2279326907445896,0.4563419070964492,,,2.0,0.3,14729.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn<0_inferred,unpublished,0.1704228099875692,2.4658569754456705e-43,-0.0836459634283236,1.6213591028909064e-11,0.2062251659430869,0.0502934670048086,0.1671892137449165,0.3974152022851159,,,2.0,0.3,6466.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn<0_inferred,publishable,0.106508269717474,4.564925228373666e-13,-0.0485776594985419,0.000989144952923,0.7787505794514584,0.3962605176763168,0.2047913765909425,0.2182415934435263,,,2.0,0.3,4594.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn<0_inferred,unpublishable,0.2909852807087215,4.150479584753501e-104,0.1686402738638958,3.638975763761076e-35,0.0719239406513467,0.0492024241944044,0.137915979465242,0.5148853653842531,,,2.0,0.3,5309.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn>=0_inferred,published,0.0788741800364895,0.0229760717814026,-0.1427056132234787,3.647546714062139e-05,0.4306419740072202,0.4676943281708784,0.1670117119363417,0.3838670178038508,,,2.0,0.3,831.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublished,0.3448360045132852,5.1309910335166755e-257,-0.0856263809177999,1.500622466166588e-16,0.0773616132813511,0.0413455381618869,0.2755254208286046,0.4180714428872868,,,2.0,0.3,9266.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,all,publishable,0.0984314338942444,7.951589626201598e-13,-0.0670627266655012,1.098068933765181e-06,0.7521882384746728,0.3897032680842344,0.1911576928627679,0.2290859072414267,,,2.0,0.3,5271.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn<0,unpublished,0.4255631361561254,0.0,-0.0448432560656088,7.189423901562935e-05,0.1298471102701736,0.0348376811071361,0.2319960736832533,0.4094030187475945,,,2.0,0.3,7832.0
2-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.300000-notes/run_0,fn<0,published,0.2867870010968571,4.4671989230483466e-42,0.0625265528114837,0.0036870643725498,0.7110012661392111,0.503272088,0.1631581908960093,0.3366133236185615,,,2.0,0.3,2155.0
2-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.400000-notes/run_0,all,unpublished,0.3814312070832009,0.0,-0.1507003532384371,3.1284259903448098e-84,0.1686608987946307,0.0782425575705992,0.2510279710678781,0.401501290319655,,,2.0,0.4,16464.0
2-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.400000-notes/run_0,fn>=0_inferred,published,0.0990765052184304,0.0397854831171303,-0.2359410654406247,7.264580032974344e-07,0.3041232380510441,0.457707623387471,0.2050187887303248,0.3431685365197215,,,2.0,0.4,431.0
2-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.400000-notes/run_0,fn<0_inferred,unpublishable,0.1931045510566433,5.190878581095681e-52,0.2421657473743526,1.2571418333621086e-81,0.2503601233487298,0.141284746405282,0.2147823760344234,0.5294812904015177,,,2.0,0.4,6062.0
2-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.400000-notes/run_0,fn<0_inferred,publishable,0.0542845072185576,8.888221041501333e-05,-0.1612850899409464,1.103531091975322e-31,0.7533330843095833,0.3384974189166506,0.3486366131110236,0.2265331129349913,,,2.0,0.4,5207.0
2-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.400000-notes/run_0,fn<0_inferred,unpublished,0.1223878185521382,1.2773253659514702e-28,-0.1359635191156181,5.486497366119092e-35,0.4032404214674179,0.1416143002900318,0.2654476108089423,0.4016937877902375,,,2.0,0.4,8164.0
2-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/2-r_fun-0.400000-notes/run_0,fn<0_inferred,published,0.0543667798169607,0.0024416870524821,-0.0901896411291621,4.807702411968555e-07,0.6918626849855072,0.4711385009468599,0.3060377820758679,0.3574381378251208,,,2.0,0.4,3105.0
