params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,st_prop
13-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.100000-notes/run_0,1706,8311,2530,7487,0.3411488862837045,0.5557312252964427,0.077734740216375,0.169173384670918,fn<0,582.0,1406.0,13.0,0.1
13-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.100000-notes/run_0,4024,15976,5169,14831,0.341948310139165,0.4877152253820855,0.0927786393365248,0.1577991987981973,all,1376.0,2521.0,13.0,0.1
13-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.116667-notes/run_0,1517,7599,1795,7321,0.3526697429136453,0.452924791086351,0.073077448436006,0.106987761547572,fn>=0_inferred,535.0,813.0,13.0,0.116667
13-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.116667-notes/run_0,2442,8442,3365,7519,0.3218673218673218,0.5078751857355126,0.1045351775502061,0.2024401800521203,fn<0_inferred,786.0,1709.0,13.0,0.116667
13-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.116667-notes/run_0,2271,7708,2578,7401,0.3232056362835755,0.4038013964313421,0.0991757870558032,0.1350544888427607,fn>=0,734.0,1041.0,13.0,0.116667
13-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.116667-notes/run_0,1688,8333,2582,7439,0.3477488151658768,0.5735863671572424,0.0789084554375588,0.1777271090843633,fn<0,587.0,1481.0,13.0,0.116667
13-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.116667-notes/run_0,3959,16041,5160,14840,0.3336701187168477,0.4887596899224806,0.0890161725067385,0.1572221183218003,all,1321.0,2522.0,13.0,0.116667
13-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.133333-notes/run_0,2332,7612,2712,7232,0.3396226415094339,0.4321533923303834,0.1095132743362831,0.1539674198633736,fn>=0,792.0,1172.0,13.0,0.133333
13-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.133333-notes/run_0,3415,16585,5323,14677,0.3382137628111273,0.5754273905692279,0.0786945561081964,0.1846849562858004,all,1155.0,3063.0,13.0,0.133333
13-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.133333-notes/run_0,1083,8973,2611,7445,0.335180055401662,0.7242435848333971,0.0487575554063129,0.2107433411345146,fn<0,363.0,1891.0,13.0,0.133333
13-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.133333-notes/run_0,980,7018,583,7415,0.639795918367347,0.3945111492281303,0.084558327714093,0.0327728697634653,fn>=0_inferred,627.0,230.0,13.0,0.133333
13-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.133333-notes/run_0,2435,9567,4740,7262,0.2168377823408624,0.5976793248945148,0.0727072431836959,0.2961220863384551,fn<0_inferred,528.0,2833.0,13.0,0.133333
13-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.150000-notes/run_0,3339,16661,5206,14794,0.3785564540281521,0.6014214368036881,0.0854400432607814,0.1879238941240021,all,1264.0,3131.0,13.0,0.15
13-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.150000-notes/run_0,2314,9867,4630,7551,0.22990492653414,0.6151187904967602,0.070454244470931,0.2886388973345495,fn<0_inferred,532.0,2848.0,13.0,0.15
13-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.150000-notes/run_0,1025,6794,576,7243,0.7141463414634146,0.4913194444444444,0.1010630954024575,0.0416544009420076,fn>=0_inferred,732.0,283.0,13.0,0.15
13-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.150000-notes/run_0,2471,7527,2574,7424,0.3828409550789154,0.4075369075369075,0.1274245689655172,0.1393649528364554,fn>=0,946.0,1049.0,13.0,0.15
13-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.150000-notes/run_0,868,9134,2632,7370,0.3663594470046083,0.791033434650456,0.0431478968792401,0.2279395664550033,fn<0,318.0,2082.0,13.0,0.15
13-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.166667-notes/run_0,1201,6981,1071,7111,0.5945045795170691,0.5452847805788982,0.1004078188721698,0.0836556367282624,fn>=0_inferred,714.0,584.0,13.0,0.166667
13-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.166667-notes/run_0,2172,9646,4164,7654,0.2288213627992633,0.5977425552353506,0.064933368173504,0.2580344184117769,fn<0_inferred,497.0,2489.0,13.0,0.166667
13-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.166667-notes/run_0,2431,7574,2624,7381,0.3521184697655286,0.3997713414634146,0.1159734453326107,0.1385001320306311,fn>=0,856.0,1049.0,13.0,0.166667
13-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.166667-notes/run_0,942,9053,2611,7384,0.3768577494692144,0.7751819226350057,0.048076923076923,0.2235722964763062,fn<0,355.0,2024.0,13.0,0.166667
13-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.166667-notes/run_0,3373,16627,5235,14765,0.359027571894456,0.5870105062082139,0.0820182864883169,0.1848198712936789,all,1211.0,3073.0,13.0,0.166667
13-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.183333-notes/run_0,2782,17218,5265,14735,0.4547088425593098,0.7118708452041785,0.0858500169664065,0.2176791729585317,all,1265.0,3748.0,13.0,0.183333
13-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.183333-notes/run_0,2553,7455,2660,7348,0.4057971014492754,0.4296992481203007,0.1409907457811649,0.1533199195171026,fn>=0,1036.0,1143.0,13.0,0.183333
13-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.183333-notes/run_0,2048,10205,5064,7189,0.31640625,0.7235387045813586,0.0901377103908749,0.3590396864282215,fn<0_inferred,648.0,3664.0,13.0,0.183333
13-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.183333-notes/run_0,734,7013,201,7546,0.840599455040872,0.417910447761194,0.0817651736019083,0.0119777555967488,fn>=0_inferred,617.0,84.0,13.0,0.183333
13-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.183333-notes/run_0,229,9763,2605,7387,1.0,1.0,0.0310004061188574,0.2668237222165318,fn<0,229.0,2605.0,13.0,0.183333
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.200000-notes/run_0,268,9620,2608,7280,1.0,1.0,0.0368131868131868,0.2711018711018711,fn<0,268.0,2608.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.200000-notes/run_0,1961,10104,5033,7032,0.2860785313615502,0.721835883171071,0.079778156996587,0.3595605700712589,fn<0_inferred,561.0,3633.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.200000-notes/run_0,858,7077,356,7579,0.8006993006993007,0.5196629213483146,0.090645203852751,0.0261410202063021,fn>=0_inferred,687.0,185.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.200000-notes/run_0,2551,7561,2781,7331,0.3841630733045864,0.4350952894642215,0.133678897831128,0.1600317418330908,fn>=0,980.0,1210.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.200000-notes/run_0,2819,17181,5389,14611,0.4427101809152182,0.7084802375208759,0.0854150982136746,0.2222222222222222,all,1248.0,3818.0,13.0,0.2
13-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.216667-notes/run_0,2018,10349,5058,7309,0.311199207135778,0.7251878212732306,0.085921466684909,0.3544303797468354,fn<0_inferred,628.0,3668.0,13.0,0.216667
13-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.216667-notes/run_0,2551,7512,2606,7457,0.4296354370834966,0.4416730621642363,0.14697599570873,0.1532215122470713,fn>=0,1096.0,1151.0,13.0,0.216667
13-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.216667-notes/run_0,187,9750,2563,7374,1.0,1.0,0.0253593707621372,0.2628717948717948,fn<0,187.0,2563.0,13.0,0.216667
13-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.216667-notes/run_0,2738,17262,5169,14831,0.468590211833455,0.718514219384794,0.0865079900209021,0.2151546750086896,all,1283.0,3714.0,13.0,0.216667
13-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.216667-notes/run_0,720,6913,111,7522,0.9097222222222222,0.4144144144144144,0.0870779048125498,0.006654129900188,fn>=0_inferred,655.0,46.0,13.0,0.216667
13-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.233333-notes/run_0,2932,17068,5117,14883,0.4866984993178717,0.7058823529411765,0.0958812067459517,0.2116240918678228,all,1427.0,3612.0,13.0,0.233333
13-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.233333-notes/run_0,955,7727,266,8416,0.8397905759162304,0.424812030075188,0.0952946768060836,0.0146240455545489,fn>=0_inferred,802.0,113.0,13.0,0.233333
13-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.233333-notes/run_0,1977,9341,4851,6467,0.3161355589276682,0.7212945784374356,0.0966445028606772,0.3745851621882025,fn<0_inferred,625.0,3499.0,13.0,0.233333
13-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.233333-notes/run_0,2642,7368,2532,7478,0.4303557910673732,0.405608214849921,0.1520460016047071,0.139386536373507,fn>=0,1137.0,1027.0,13.0,0.233333
13-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.233333-notes/run_0,290,9700,2585,7405,1.0,1.0,0.0391627278865631,0.2664948453608247,fn<0,290.0,2585.0,13.0,0.233333
13-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.250000-notes/run_0,1023,7971,614,8380,0.7634408602150538,0.6058631921824105,0.0931980906921241,0.0466691757621377,fn>=0_inferred,781.0,372.0,13.0,0.25
13-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.250000-notes/run_0,270,9777,2625,7422,1.0,1.0,0.036378334680679,0.2684872660325253,fn<0,270.0,2625.0,13.0,0.25
13-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.250000-notes/run_0,2873,17127,5248,14752,0.4455273233553776,0.6964557926829268,0.0867678958785249,0.2134057336369475,all,1280.0,3655.0,13.0,0.25
13-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.250000-notes/run_0,2603,7350,2623,7330,0.3880138301959278,0.3926801372474266,0.1377899045020464,0.1401360544217687,fn>=0,1010.0,1030.0,13.0,0.25
13-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/13-r_fun-0.250000-notes/run_0,1850,9156,4634,6372,0.2697297297297297,0.7084592145015106,0.0783113622096672,0.3585626911314984,fn<0_inferred,499.0,3283.0,13.0,0.25
14-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.000000-notes/run_0,4264,15736,5187,14813,0.3337242026266416,0.4522845575477154,0.0960642678728144,0.1490849008642603,all,1423.0,2346.0,14.0,0.0
14-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.000000-notes/run_0,2090,7927,2603,7414,0.3239234449760765,0.457164809834806,0.0913137307796061,0.1501198435725999,fn>=0,677.0,1190.0,14.0,0.0
14-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.000000-notes/run_0,2993,8295,3915,7373,0.2753090544604076,0.4459770114942529,0.1117591211175912,0.2104882459312839,fn<0_inferred,824.0,1746.0,14.0,0.0
14-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.000000-notes/run_0,1271,7441,1272,7440,0.4712824547600314,0.4716981132075472,0.080510752688172,0.0806343233436366,fn>=0_inferred,599.0,600.0,14.0,0.0
14-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.000000-notes/run_0,2174,7809,2584,7399,0.343146274149034,0.4473684210526316,0.1008244357345587,0.14803431937508,fn<0,746.0,1156.0,14.0,0.0
14-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.016667-notes/run_0,4300,15700,5093,14907,0.3388372093023256,0.4417828391910465,0.0977393170993493,0.143312101910828,all,1457.0,2250.0,14.0,0.016667
14-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.016667-notes/run_0,2024,8029,2595,7458,0.3162055335968379,0.4666666666666667,0.0858138911236256,0.1508282476024411,fn<0,640.0,1211.0,14.0,0.016667
14-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.016667-notes/run_0,2276,7671,2498,7449,0.3589630931458699,0.4159327461969576,0.1096791515639683,0.1354451831573458,fn>=0,817.0,1039.0,14.0,0.016667
14-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.016667-notes/run_0,3329,8522,4515,7336,0.2511264644037248,0.4478405315614618,0.113958560523446,0.2372682468904013,fn<0_inferred,836.0,2022.0,14.0,0.016667
14-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.016667-notes/run_0,971,7178,578,7571,0.639546858908342,0.3944636678200692,0.0820235107647602,0.0317637224853719,fn>=0_inferred,621.0,228.0,14.0,0.016667
14-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.033333-notes/run_0,2180,7951,2616,7515,0.3146788990825688,0.4288990825688073,0.0912840984697272,0.1411143252421079,fn>=0,686.0,1122.0,14.0,0.033333
14-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.033333-notes/run_0,2671,8169,3028,7812,0.2950205915387495,0.3781373844121532,0.1008704557091653,0.1401640347655771,fn>=0_inferred,788.0,1145.0,14.0,0.033333
14-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.033333-notes/run_0,4323,15677,5213,14787,0.3270876705991209,0.4419719930941876,0.0956245350645837,0.1469668941761816,all,1414.0,2304.0,14.0,0.033333
14-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.033333-notes/run_0,1652,7508,2185,6975,0.3789346246973366,0.5304347826086957,0.0897491039426523,0.1543686734150239,fn<0_inferred,626.0,1159.0,14.0,0.033333
14-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.033333-notes/run_0,2143,7726,2597,7272,0.3397106859542697,0.4551405467847516,0.1001100110011001,0.1529899042195185,fn<0,728.0,1182.0,14.0,0.033333
14-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.050000-notes/run_0,4166,15834,5121,14879,0.3228516562650024,0.4491310290958797,0.0903958599368237,0.1452570418087659,all,1345.0,2300.0,14.0,0.05
14-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.050000-notes/run_0,2035,7904,2549,7390,0.3297297297297297,0.4648881914476265,0.0907983761840324,0.1499240890688259,fn<0,671.0,1185.0,14.0,0.05
14-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.050000-notes/run_0,2131,7930,2572,7489,0.3162834350070389,0.4335147744945568,0.0899986647082387,0.1406052963430012,fn>=0,674.0,1115.0,14.0,0.05
14-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.050000-notes/run_0,1224,7049,1271,7002,0.4656862745098039,0.4854445318646735,0.0814053127677806,0.087530146120017,fn>=0_inferred,570.0,617.0,14.0,0.05
14-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.050000-notes/run_0,2942,8785,3850,7877,0.2634262406526172,0.4371428571428571,0.0983877110575092,0.1915765509391007,fn<0_inferred,775.0,1683.0,14.0,0.05
14-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.066667-notes/run_0,1604,8477,2622,7459,0.2930174563591022,0.5675057208237986,0.0630111274969835,0.1755337973339625,fn<0,470.0,1488.0,14.0,0.066667
14-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.066667-notes/run_0,2430,7489,2652,7267,0.3720164609053498,0.4245852187028657,0.1243979633961744,0.1503538523167312,fn>=0,904.0,1126.0,14.0,0.066667
14-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.066667-notes/run_0,710,6413,290,6833,0.7563380281690141,0.4034482758620689,0.078589199473145,0.0182441914860439,fn>=0_inferred,537.0,117.0,14.0,0.066667
14-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.066667-notes/run_0,3324,9553,4984,7893,0.2518050541516246,0.5010032102728732,0.1060433295324971,0.2613838584737779,fn<0_inferred,837.0,2497.0,14.0,0.066667
14-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.066667-notes/run_0,4034,15966,5274,14726,0.3406048587010411,0.4956389836935912,0.0933043596360179,0.1637229111862708,all,1374.0,2614.0,14.0,0.066667
14-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.083333-notes/run_0,2026,8164,2959,7231,0.3479763079960513,0.5535653937140926,0.0974968883971788,0.2006369426751592,fn<0_inferred,705.0,1638.0,14.0,0.083333
14-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.083333-notes/run_0,2115,7826,2548,7393,0.3182033096926714,0.4340659340659341,0.0910320573515487,0.1413237924865832,fn>=0,673.0,1106.0,14.0,0.083333
14-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.083333-notes/run_0,2066,7993,2641,7418,0.3557599225556631,0.4960242332449829,0.0990833108654623,0.1638934067308895,fn<0,735.0,1310.0,14.0,0.083333
14-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.083333-notes/run_0,4181,15819,5189,14811,0.3367615403013633,0.465600308344575,0.0950644791033691,0.1527277324736076,all,1408.0,2416.0,14.0,0.083333
14-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/14-r_fun-0.083333-notes/run_0,2155,7655,2230,7580,0.3262180974477958,0.3488789237668161,0.0927440633245382,0.1016329196603527,fn>=0_inferred,703.0,778.0,14.0,0.083333
